0.000000000000000000e+00 2.972864554213308708e+01 0.000000000000000000e+00 -1.213086918949512019e-04 5.745233813112972321e+00 4.150299501732322760e+00 6.189554510233339843e-03 6.189554568492823018e-03
2.030254435161904212e+02 2.970517597545329735e+01 1.257382568153285529e+00 -1.213330473403784963e-04 5.743209373816067220e+00 4.150286963912438232e+00 6.196900365228288562e-03 6.196900423581736504e-03
4.247064894084154503e+02 2.967951210421355412e+01 2.632009043788812619e+00 -1.217152323592970552e-04 5.740992596578554874e+00 4.150273217843436946e+00 6.204947304422775770e-03 6.204947363222213311e-03
6.560861168537908270e+02 2.965260111577755353e+01 4.068684888890508056e+00 -1.224111099344499752e-04 5.738671752527585213e+00 4.150258807312857456e+00 6.213408676381179489e-03 6.213408735937625202e-03
8.874657442991662037e+02 2.962555122045680633e+01 5.507326840921090039e+00 -1.229030128614583977e-04 5.736343602133566755e+00 4.150244331632718442e+00 6.221938882574255640e-03 6.221938942694401481e-03
1.130942065571546891e+03 2.959702511619379095e+01 7.023318724131218715e+00 -1.229748914515235258e-04 5.733885779632418966e+00 4.150229028123739283e+00 6.230954058208046376e-03 6.230954118487508353e-03
1.374418386843927465e+03 2.956849588445763999e+01 8.541507474907557906e+00 -1.230516464293684737e-04 5.731419763483097007e+00 4.150213651346735588e+00 6.239984805494608149e-03 6.239984865938595637e-03
1.617894708116308038e+03 2.953989919626763339e+01 1.006189917073360185e+01 -1.235909653818105438e-04 5.728945515771047603e+00 4.150198200855259145e+00 6.249057359704570519e-03 6.249057420770009683e-03
1.861371029388688612e+03 2.951114481535472223e+01 1.158450902890055367e+01 -1.243225191039041828e-04 5.726462963877602341e+00 4.150182675890973449e+00 6.258208761160360782e-03 6.258208823043178229e-03
2.104847350661069413e+03 2.948225871600171644e+01 1.310935613673007616e+01 -1.246744859197989653e-04 5.723972020197716226e+00 4.150167075558668373e+00 6.267428774176042952e-03 6.267428836503293084e-03
2.318062305557487434e+03 2.945693495846053978e+01 1.444652876625742977e+01 -1.246804018289531738e-04 5.721783732681958945e+00 4.150153351753969488e+00 6.275526503776506643e-03 6.275526566191847767e-03
2.531277260453905456e+03 2.943160442409847377e+01 1.578542926237720678e+01 -1.248235560655178036e-04 5.719588941000364635e+00 4.150139569372189641e+00 6.283638474971169410e-03 6.283638537612435716e-03
2.760204206762967260e+03 2.940433149694693782e+01 1.722492418385689916e+01 -1.253931466366218551e-04 5.717225136932014173e+00 4.150124705736516262e+00 6.292392224701327808e-03 6.292392288005446699e-03
2.995621170960126619e+03 2.937613312877800453e+01 1.870732712971852152e+01 -1.261006407692886783e-04 5.714786391752816108e+00 4.150109349128247693e+00 6.301470965704263072e-03 6.301471029819002631e-03
3.231038135157285978e+03 2.934781456135713995e+01 2.019187562366204602e+01 -1.264261762884274446e-04 5.712339526573099846e+00 4.150093919088469363e+00 6.310613833492503821e-03 6.310613898034110256e-03
3.466469687219237585e+03 2.931946538271223446e+01 2.167867239493796916e+01 -1.264432814519649061e-04 5.709884333833783465e+00 4.150078414047911224e+00 6.319783784787855185e-03 6.319783849442658398e-03
3.701901239281189191e+03 2.929109667520151561e+01 2.316763028527250867e+01 -1.266993191375882376e-04 5.707420931643069295e+00 4.150062834550424462e+00 6.328976454073606019e-03 6.328976519086878562e-03
