0.000000000000000000e+00 2.976862757277665561e-13 nan 3.620156888051853109e-10 6.022980501245502100e-13
2.030254435170025147e+02 8.612334504302344172e-13 4.049271017339167385e-13 9.083454550704074322e-10 7.290127867442602812e-13
4.150433279324947762e+02 8.002640466286139675e-08 1.237396995917128573e-05 3.099811063652719223e-05 2.057129147465781777e-08
6.442795576775306472e+02 2.741645091753075099e-07 2.928792705881838300e-05 1.489355844144709415e-04 7.579343008828216168e-08
8.735157874225665182e+02 1.176527174626251566e-07 2.770016168962614430e-05 2.754294092558648693e-04 9.746067736684542454e-08
1.116935530241566084e+03 2.256294737462928342e-08 2.840621072766998239e-05 1.934145705464829243e-05 1.281617754536641605e-07
1.360355273060565651e+03 1.248945917691156103e-07 1.781053753372551895e-05 2.841859427428529710e-04 9.814066373156921454e-08
1.603775015879565217e+03 1.188872722743752584e-07 5.201037605997824914e-06 7.123182530413274267e-05 3.387836749966494921e-08
1.847194758698564783e+03 2.341432959893584564e-07 1.068107306011546605e-05 2.090930212234777400e-04 8.044192508232223798e-08
2.090614501517564349e+03 6.611873427560126658e-08 1.440485043655551059e-05 2.595929342621393354e-04 1.231357128803787145e-07
2.304009236394437266e+03 2.884275710456929203e-09 1.395697896840506078e-05 1.351369143208814867e-04 1.318316837339215443e-07
2.517403971271310184e+03 1.806356500139708601e-07 9.738964934626976661e-06 2.935132994147963623e-04 1.007691495255304534e-07
2.743873533405673697e+03 2.731380975793397796e-07 6.476989798177775738e-06 1.125562654400041082e-04 7.323898911054084168e-08
2.976658497954198992e+03 2.988099431034884129e-08 6.625826020084209999e-07 1.244825213162948523e-05 8.147998190405018223e-09
3.209443462502724287e+03 2.487751924786508582e-08 5.185292496738658497e-06 1.145754900278756107e-04 6.903499102636866790e-08
3.446478245435658664e+03 2.341991429621191787e-08 7.417994455905934627e-06 1.489620521987538790e-04 1.063501391773447149e-07
3.683513028368593041e+03 2.165429568272410775e-07 6.478750662577079823e-06 2.756125675094567491e-04 9.954710844263782482e-08
3.920547811301527418e+03 9.042684996447415922e-08 1.429064947748512651e-06 2.060626511159705207e-05 2.343401762769289410e-08
4.157582594234461794e+03 8.255417151311408107e-08 2.625172088358855936e-06 1.202612876134896035e-04 4.583786817969761047e-08
4.394617377167395716e+03 8.887423815265136657e-09 5.442093406077393363e-06 6.274348344111846886e-05 1.007393411107943902e-07
4.631652160100329638e+03 8.867966346667267566e-08 5.435204033303490830e-06 2.308063101368290724e-04 1.063405525411450659e-07
4.868686943033263560e+03 2.585951665259400025e-07 4.280486320248892441e-06 2.039866359263137457e-04 8.828039697666048810e-08
5.105721725966197482e+03 5.527141095969098026e-08 7.652545215687005564e-07 2.958135954160323982e-05 1.661173571698417551e-08
5.342756508899131404e+03 1.308293582523338560e-07 4.486692834817694069e-06 2.411982835190059379e-04 1.022308123017450091e-07
5.582831350573884265e+03 1.139022486980794434e-08 5.430291184898456863e-06 1.644678384459806378e-06 1.296669612704911935e-07
5.822906192248637126e+03 1.199224470612611685e-07 3.710861545252237164e-06 2.182492229108913822e-04 9.268961923429313724e-08
6.062981033923389987e+03 5.563359908071311893e-10 5.725576746118441110e-09 1.809833911178301732e-08 1.447556669247370970e-10
6.303055875598142848e+03 2.282647225812669735e-07 3.190796874184945304e-06 1.973495160143420792e-04 8.688274292046468355e-08
6.543130717272895708e+03 8.141692653817765938e-08 4.414039210622112815e-06 2.083236048932554164e-04 1.251366096443154391e-07
6.751676825111015205e+03 4.427216010819481950e-08 5.019848552544828251e-06 1.368853404370797325e-04 1.472485453912713201e-07
6.960222932949134702e+03 1.798761888696692237e-07 3.122133358368601869e-06 2.292232265294276460e-04 9.466576111236182092e-08
7.182554990071604152e+03 5.945970469659420747e-08 5.337774277821028323e-07 1.952630621953516425e-05 1.674344719312774051e-08
7.410211666182342015e+03 1.158787217775609546e-07 1.613077103074941361e-06 1.191286915387393603e-04 5.242815732713036293e-08
7.642816618360223401e+03 4.772335147150510471e-08 3.391540956037520986e-06 1.187818946002309437e-04 1.140413107361039588e-07
7.875421570538104788e+03 7.699707115691993811e-08 3.437356134729282896e-06 1.812824761225728220e-04 1.194499303127802682e-07
8.108026522715986175e+03 2.222847905919534362e-07 2.506994236210091850e-06 1.988242327255724889e-04 8.995115591023322770e-08
8.340631474893867562e+03 9.484260731326934009e-08 7.526925367363743791e-07 3.367547581682633407e-05 2.788961332922459321e-08
8.573236427071748039e+03 1.674573314810331589e-07 2.768505649566202878e-06 2.250066368769762125e-04 1.057838370304409948e-07
8.813482587811271515e+03 4.398012462943579526e-08 3.813176261667650790e-06 3.093806779185354582e-05 1.502509601793274632e-07
9.022657381432003604e+03 1.322939119519025096e-07 2.932741707654570637e-06 2.256041145732214787e-04 1.186298083010576142e-07
9.231832175052735693e+03 2.584408970777101392e-07 2.167361934589829673e-06 1.674653048094840190e-04 8.994760645318944659e-08
9.452415820171709129e+03 3.731187730980803847e-08 2.411412568703140753e-07 2.240860719759090099e-06 1.026974641674802566e-08
9.676176038994039118e+03 6.104201091294066837e-08 1.187203777592872115e-06 9.333423437117677429e-05 5.200687337223509356e-08
