0.000000000000000000e+00 4.170917594833700370e-14 nan 1.495030683409410520e-07 8.028192152911940333e-14
2.030254435170025147e+02 6.204884048167873246e-11 4.659490369670371214e-11 1.493216153948087255e-07 2.728527631648392329e-11
4.595267074850324889e+02 9.575801403535527506e-08 2.443886376106623465e-05 5.231024880666516354e-05 2.322043880174160534e-08
7.307885135614014871e+02 1.521076719360958401e-07 3.045697581758334121e-05 2.256876171192344805e-04 4.612214879648576829e-08
1.002050319637770372e+03 2.124034656810342084e-08 2.309207873837753794e-05 2.010884264382553231e-04 4.799796092758473950e-08
1.282605299792608321e+03 9.867865120777347055e-09 1.612881497348910695e-05 1.510588594548595515e-04 4.293190939159819860e-08
1.563160279947446270e+03 3.106812183362808129e-08 3.296262890663168305e-06 5.798016452278084660e-05 1.054275597599663358e-08
1.843715260102284219e+03 9.246692605230701054e-08 7.394372054269525398e-06 1.370757711155290806e-04 2.827014932902575509e-08
2.124270240257122168e+03 2.119942478678170330e-08 9.440644310789218595e-06 1.778834785389448434e-04 4.173615977183499508e-08
2.405120560969196504e+03 5.920462754173265666e-09 7.875384047053444667e-06 1.212982579425054793e-04 3.943147583954808773e-08
2.685970881681270839e+03 5.550026287118074301e-08 3.570155804288725911e-06 1.084355730772960816e-04 1.979609272958001062e-08
2.966821202393345175e+03 3.714305061432413783e-08 1.926691091572931064e-06 5.803136915504443087e-05 1.164116421472681182e-08
3.247671523105419510e+03 1.728430501340852401e-08 5.441101486914248375e-06 1.485330430203009539e-04 3.686256268198079863e-08
3.531180080411836570e+03 1.358251671537986646e-08 6.839536707917166188e-06 1.678777951332214506e-04 5.059374996065804863e-08
3.814688637718253631e+03 7.510173470020827703e-08 3.229230302815402569e-06 1.342552941036358758e-04 2.557166833948458056e-08
4.098197195024670691e+03 4.819338349889485525e-08 1.787412268278362195e-06 7.214980452000662066e-05 1.498819245752063439e-08
4.381705752331087751e+03 2.016289207693203737e-08 4.272305119249007558e-06 1.572788732430504687e-04 3.921449961005133969e-08
4.665214309637504812e+03 1.327485438056405280e-08 4.999044436730924801e-06 1.554593704049505708e-04 4.904911906085007225e-08
4.948722866943921872e+03 5.753127312382814208e-08 1.949096303832741317e-06 1.040930725871801302e-04 1.989999624465565139e-08
5.232231424250338932e+03 7.230540057461713895e-08 2.072651204148256700e-06 1.041794023902437857e-04 2.247291061446721033e-08
5.515739981556755993e+03 2.305986475575858171e-08 3.596809388078687437e-06 1.656869877949327221e-04 4.175154875630161394e-08
5.799248538863173053e+03 9.903726166227217420e-09 3.281459732904304111e-06 1.193567370270120533e-04 4.004656100117633377e-08
6.082757096169590113e+03 4.433247467551370055e-08 1.258128020869642236e-06 8.128858534989997814e-05 1.560413809292104256e-08
6.366265653476007174e+03 5.957010754372210985e-08 1.480323761033761404e-06 9.332450662143679460e-05 1.942165848301074466e-08
6.649774210782424234e+03 1.893721259511706454e-08 2.963782575505596829e-06 1.484265924935262786e-04 4.163034822299426250e-08
6.933282768088841294e+03 2.068941409378773677e-08 3.340744951003276485e-06 1.658903233969345563e-04 4.913726985737187269e-08
7.216791325395258355e+03 4.404681652970255366e-08 9.902340254148508331e-07 7.150357927781969178e-05 1.446397398372623689e-08
7.500299882701675415e+03 8.699367217580117798e-08 1.830114481505077246e-06 1.346424120542458430e-04 2.875656511924308576e-08
7.783808440008092475e+03 2.010911162552141780e-08 2.644623185136981096e-06 1.501096126484886579e-04 4.369685952402069369e-08
8.034095017942657250e+03 1.891365466545139941e-08 2.932805048616399215e-06 1.550135094407317749e-04 5.022419552492883615e-08
8.284381595877222935e+03 9.511304527995410732e-08 1.954691540955381501e-06 1.693364391349815989e-04 3.417615435347733479e-08
8.550810655019740807e+03 3.400193756025856635e-08 4.917314822918130669e-07 4.818149740478722790e-06 7.966378089221556786e-09
8.819090870861160511e+03 1.533648737630001384e-08 1.200903355409823770e-06 8.989576938426240135e-05 2.195119181312679458e-08
9.099182109897117698e+03 1.069756087167463415e-08 2.293740215180668352e-06 1.084671446393621093e-04 4.453286538827922716e-08
9.379273348933074885e+03 1.131880337448166456e-07 2.154482714342363575e-06 2.124363077690689212e-04 4.311031196349225836e-08
9.659364587969032073e+03 8.469394406044585856e-08 1.043427635722722833e-06 1.237132144084135051e-05 2.081525708882868330e-08
9.939455827004989260e+03 1.169820897025110147e-08 9.476325961000009377e-07 7.457086232296708701e-05 1.936690152780988235e-08
1.018980832889259182e+04 1.223666387007968550e-08 1.813741655360178217e-06 1.002195409547714802e-04 3.942661386200543779e-08
1.044016083078019437e+04 9.000454551491197201e-08 1.556663410607041090e-06 1.688968571298324459e-04 3.451049843844995822e-08
1.070098495267271937e+04 1.668062040056165866e-07 1.813644856218571312e-06 4.337571582390252878e-06 4.154114974793707952e-08
1.097683298154966360e+04 6.907100098856870859e-08 1.230472998198494127e-06 1.406528071256261351e-04 2.844083748004032291e-08
1.125287642184865763e+04 1.070802694517926971e-09 3.700147655103956797e-07 1.736633388694127422e-05 7.625900602762005372e-09
1.152891986214765166e+04 9.156405961241384787e-08 1.539746324339993268e-06 1.853407355069807707e-04 3.796441290557994463e-08
1.180496330244664568e+04 1.803278271256960428e-07 1.781915894941296378e-06 2.605904510604017034e-06 4.534327682913594815e-08
1.208100674274563971e+04 6.824758236029595525e-08 1.095593945231888500e-06 1.350940837458916685e-04 2.788887383503897231e-08
1.235705018304463374e+04 1.062207084276465880e-09 3.517175341492367004e-07 1.775353030244344161e-05 7.927473482802412971e-09
