0.000000000000000000e+00 2.967927262118080023e+01 0.000000000000000000e+00 -6.222369287263627654e-05 5.727728598991445708e+00 9.979910704199617122e-01 6.189554554606365062e-03 6.189554568468060708e-03
2.030254435170025147e+02 2.966726308701026937e+01 1.257018470142974076e+00 -6.223009151523385956e-05 5.726687379244888909e+00 9.979902810350221865e-01 6.193312291550705749e-03 6.193312305423832355e-03
4.297264818171234992e+02 2.965384266063861318e+01 2.661524989773253580e+00 -6.233419478036168347e-05 5.725523016831306933e+00 9.979893977239280289e-01 6.197515363536241703e-03 6.197515377465451919e-03
6.564275201172445122e+02 2.964039018081900423e+01 4.066986041164315502e+00 -6.251328660780295016e-05 5.724356831007321844e+00 9.979885124282970033e-01 6.201734475877249478e-03 6.201734489896334850e-03
8.833158255569194353e+02 2.962689177865738444e+01 5.474567780405410033e+00 -6.263930333774672037e-05 5.723187846909916665e+00 9.979876244029259880e-01 6.205974269121315896e-03 6.205974283206786533e-03
1.110204130996594358e+03 2.961337857676889840e+01 6.883112697182024675e+00 -6.265834544581036644e-05 5.722017019575572405e+00 9.979867343687147674e-01 6.210223204485193493e-03 6.210223218589065210e-03
1.350113689978995808e+03 2.959908964858033542e+01 8.373543876960436450e+00 -6.266960528570771050e-05 5.720776988418718290e+00 9.979857910635001605e-01 6.214719511372731112e-03 6.214719525492085235e-03
1.590023248961397258e+03 2.958478652568192757e+01 9.865054660988084478e+00 -6.279511843776646850e-05 5.719534887480060448e+00 9.979848454993492934e-01 6.219225115353163753e-03 6.219225129539606572e-03
1.829932807943798707e+03 2.957044508162113416e+01 1.135764855046070920e+01 -6.298544417308879289e-05 5.718290708074595941e+00 9.979838976651407290e-01 6.223749830654087822e-03 6.223749844937238006e-03
2.052364935148275435e+03 2.955711597886901032e+01 1.274247862828417865e+01 -6.308834201520245784e-05 5.717135300656519981e+00 9.979830168406490509e-01 6.227961303484927033e-03 6.227961317824669968e-03
2.274797062352752164e+03 2.954377653782673718e+01 1.412824644135327112e+01 -6.309605609453566692e-05 5.715978090410365198e+00 9.979821340443922884e-01 6.232180085359371839e-03 6.232180099712523319e-03
2.499141209997481383e+03 2.953032204859246690e+01 1.552687714999755642e+01 -6.311767540053423234e-05 5.714809103138080992e+00 9.979812416571435252e-01 6.236438437959211829e-03 6.236438452332205944e-03
