# time (s)	h_+ (strain)	h_x (strain)
-2.213322394	-6.099257857995932815e-20	-1.783116241593071592e-20
-2.213261359	-6.083947127522958114e-20	-1.834815028340774722e-20
-2.213200324	-6.068198102378315760e-20	-1.886382880453078732e-20
-2.213139289	-6.052011898027909199e-20	-1.937816081084693224e-20
-2.213078253	-6.035389661467764419e-20	-1.989110922858455493e-20
-2.213017218	-6.018332571143929328e-20	-2.040263708132989052e-20
-2.212956183	-6.000841836870139040e-20	-2.091270749269500297e-20
-2.212895148	-5.982918699743065332e-20	-2.142128368898404853e-20
-2.212834113	-5.964564432055749700e-20	-2.192832900183869698e-20
-2.212773078	-5.945780337208028361e-20	-2.243380687089838858e-20
-2.212712043	-5.926567749615647616e-20	-2.293768084642672171e-20
-2.212651007	-5.906928034616160507e-20	-2.343991459195639570e-20
-2.212589972	-5.886862588373397081e-20	-2.394047188690515626e-20
-2.212528937	-5.866372837773007966e-20	-2.443931662916942436e-20
-2.212467902	-5.845460240281896766e-20	-2.493641283757206885e-20
-2.212406867	-5.824126283872202401e-20	-2.543172465454176027e-20
-2.212345832	-5.802372486937300876e-20	-2.592521634878991710e-20
-2.212284796	-5.780200398185580615e-20	-2.641685231788095864e-20
-2.212223761	-5.757611596530893158e-20	-2.690659709081629511e-20
-2.212162726	-5.734607690981559411e-20	-2.739441533059251026e-20
-2.212101691	-5.711190320526798764e-20	-2.788027183675942072e-20
-2.212040656	-5.687361154021340602e-20	-2.836413154796006755e-20
-2.211979621	-5.663121890067326289e-20	-2.884595954447343135e-20
-2.211918586	-5.638474256894732989e-20	-2.932572105073245923e-20
-2.211857550	-5.613420012239012113e-20	-2.980338143784570294e-20
-2.211796515	-5.587960943217283321e-20	-3.027890622609423291e-20
-2.211735480	-5.562098866201513242e-20	-3.075226108743662907e-20
-2.211674445	-5.535835626702597358e-20	-3.122341184806138576e-20
-2.211613410	-5.509173099257151432e-20	-3.169232449100307691e-20
-2.211552375	-5.482113187269395076e-20	-3.215896515842571446e-20
-2.211491339	-5.454657822870727376e-20	-3.262330015405691323e-20
-2.211430304	-5.426808966783610590e-20	-3.308529594561348526e-20
-2.211369269	-5.398568608181968518e-20	-3.354491916724061811e-20
-2.211308234	-5.369938764550774171e-20	-3.400213662191754188e-20
-2.211247199	-5.340921481542501182e-20	-3.445691528386963612e-20
-2.211186164	-5.311518832832402811e-20	-3.490922230095416950e-20
-2.211125128	-5.281732919971200572e-20	-3.535902499704251868e-20
-2.211064093	-5.251565872236035917e-20	-3.580629087438573993e-20
-2.211003058	-5.221019846479111396e-20	-3.625098761597190737e-20
-2.210942023	-5.190097026974946357e-20	-3.669308308786168821e-20
-2.210880988	-5.158799625264710054e-20	-3.713254534152429114e-20
-2.210819953	-5.127129879998921310e-20	-3.756934261614157069e-20
-2.210758918	-5.095090056769539330e-20	-3.800344334084749253e-20
-2.210697882	-5.062682447951831008e-20	-3.843481613702581606e-20
-2.210636847	-5.029909372547835553e-20	-3.886342982064197426e-20
-2.210575812	-4.996773176021905723e-20	-3.928925340450202703e-20
-2.210514777	-4.963276230133637612e-20	-3.971225610050300802e-20
-2.210453742	-4.929420932769463124e-20	-4.013240732186188757e-20
-2.210392707	-4.895209707771383042e-20	-4.054967668534247139e-20
-2.210331671	-4.860645004765278799e-20	-4.096403401344932363e-20
-2.210270636	-4.825729298985652852e-20	-4.137544933662832844e-20
-2.210209601	-4.790465091100165635e-20	-4.178389289543212129e-20
-2.210148566	-4.754854907030638420e-20	-4.218933514269069030e-20
-2.210087531	-4.718901297774106743e-20	-4.259174674564502979e-20
-2.210026496	-4.682606839219893774e-20	-4.299109858808992984e-20
-2.209965461	-4.645974131967182619e-20	-4.338736177247576783e-20
-2.209904425	-4.609005801138702460e-20	-4.378050762201764840e-20
-2.209843390	-4.571704496192837839e-20	-4.417050768278920834e-20
-2.209782355	-4.534072890733035621e-20	-4.455733372580844079e-20
-2.209721320	-4.496113682319647657e-20	-4.494095774905598563e-20
-2.209660285	-4.457829592277245104e-20	-4.532135197951187858e-20
-2.209599250	-4.419223365501081727e-20	-4.569848887516822027e-20
-2.209538214	-4.380297770260306587e-20	-4.607234112704057527e-20
-2.209477179	-4.341055598001329001e-20	-4.644288166114449990e-20
-2.209416144	-4.301499663147818548e-20	-4.681008364047164861e-20
-2.209355109	-4.261632802900148946e-20	-4.717392046693828551e-20
-2.209294074	-4.221457877032498330e-20	-4.753436578332323928e-20
-2.209233039	-4.180977767688776511e-20	-4.789139347518400490e-20
-2.209172003	-4.140195379176885099e-20	-4.824497767275654711e-20
-2.209110968	-4.099113637760498597e-20	-4.859509275284460763e-20
-2.209049933	-4.057735491450976704e-20	-4.894171334067663264e-20
-2.208988898	-4.016063909795632984e-20	-4.928481431176265209e-20
-2.208927863	-3.974101883666419432e-20	-4.962437079371646222e-20
-2.208866828	-3.931852425045563851e-20	-4.996035816808453681e-20
-2.208805793	-3.889318566811762133e-20	-5.029275207214196885e-20
-2.208744757	-3.846503362521461230e-20	-5.062152840065930664e-20
-2.208683722	-3.803409886191055741e-20	-5.094666330765193017e-20
-2.208622687	-3.760041232075887443e-20	-5.126813320812715840e-20
-2.208561652	-3.716400514450232480e-20	-5.158591477979422836e-20
-2.208500617	-3.672490867383057506e-20	-5.189998496477609170e-20
-2.208439582	-3.628315444514877838e-20	-5.221032097128366179e-20
-2.208378546	-3.583877418831147118e-20	-5.251690027528554075e-20
-2.208317511	-3.539179982435757723e-20	-5.281970062214815343e-20
-2.208256476	-3.494226346321968247e-20	-5.311870002826440411e-20
-2.208195441	-3.449019740142833856e-20	-5.341387678265708531e-20
-2.208134406	-3.403563411979602983e-20	-5.370520944856730064e-20
-2.208073371	-3.357860628109362302e-20	-5.399267686501920456e-20
-2.208012336	-3.311914672770733514e-20	-5.427625814836904594e-20
-2.207951300	-3.265728847928951414e-20	-5.455593269382998698e-20
-2.207890265	-3.219306473038706087e-20	-5.483168017698614893e-20
-2.207829230	-3.172650884808536673e-20	-5.510348055534870935e-20
-2.207768195	-3.125765436960321238e-20	-5.537131406983508249e-20
-2.207707160	-3.078653499988113025e-20	-5.563516124613215271e-20
-2.207646125	-3.031318460915812734e-20	-5.589500289612193205e-20
-2.207585089	-2.983763723054946712e-20	-5.615082011928372153e-20
-2.207524054	-2.935992705759577929e-20	-5.640259430408500572e-20
-2.207463019	-2.888008844182498893e-20	-5.665030712933811383e-20
-2.207401984	-2.839815589027150807e-20	-5.689394056555276432e-20
-2.207340949	-2.791416406301847227e-20	-5.713347687624970547e-20
-2.207279914	-2.742814777069398952e-20	-5.736889861927104602e-20
-2.207218878	-2.694014197198880012e-20	-5.760018864805322254e-20
-2.207157843	-2.645018177113281494e-20	-5.782733011289369564e-20
-2.207096808	-2.595830241539031113e-20	-5.805030646218207662e-20
-2.207035773	-2.546453929251604343e-20	-5.826910144362351425e-20
-2.206974738	-2.496892792822706096e-20	-5.848369910542836578e-20
-2.206913703	-2.447150398364143097e-20	-5.869408379749080592e-20
-2.206852668	-2.397230325272587617e-20	-5.890024017253740324e-20
-2.206791632	-2.347136165969875144e-20	-5.910215318721523454e-20
-2.206730597	-2.296871525641297287e-20	-5.929980810311154435e-20
-2.206669562	-2.246440021981827707e-20	-5.949319048794766503e-20
-2.206608527	-2.195845284938442619e-20	-5.968228621666355606e-20
-2.206547492	-2.145090956447814853e-20	-5.986708147246668957e-20
-2.206486457	-2.094180690176169466e-20	-6.004756274784706357e-20
-2.206425421	-2.043118151255713609e-20	-6.022371684557939567e-20
-2.206364386	-1.991907016021751006e-20	-6.039553087969770390e-20
-2.206303351	-1.940550971747934590e-20	-6.056299227645090491e-20
-2.206242316	-1.889053716382164335e-20	-6.072608877523102801e-20
-2.206181281	-1.837418958279454154e-20	-6.088480842948675592e-20
-2.206120246	-1.785650415936688909e-20	-6.103913960760513959e-20
-2.206059211	-1.733751817723783856e-20	-6.118907099378014449e-20
-2.205998175	-1.681726901617298138e-20	-6.133459158884854024e-20
-2.205937140	-1.629579414929603594e-20	-6.147569071111409037e-20
-2.205876105	-1.577313114041351123e-20	-6.161235799713737615e-20
-2.205815070	-1.524931764129604006e-20	-6.174458340251311395e-20
-2.205754035	-1.472439138897830352e-20	-6.187235720261752442e-20
-2.205693000	-1.419839020304289495e-20	-6.199566999337116923e-20
-2.205631964	-1.367135198288040181e-20	-6.211451269201708699e-20
-2.205570929	-1.314331470497790536e-20	-6.222887653770976668e-20
-2.205509894	-1.261431642017755638e-20	-6.233875309215427952e-20
-2.205448859	-1.208439525094657546e-20	-6.244413424023871831e-20
-2.205387824	-1.155358938862322434e-20	-6.254501219064702829e-20
-2.205326789	-1.102193709067968782e-20	-6.264137947644409261e-20
-2.205265753	-1.048947667795239992e-20	-6.273322895564276227e-20
-2.205204718	-9.956246531897798363e-21	-6.282055381174217759e-20
-2.205143683	-9.422285091815753453e-21	-6.290334755424711924e-20
-2.205082648	-8.887630852090050565e-21	-6.298160401916058900e-20
-2.205021613	-8.352322359409360472e-21	-6.305531736945524122e-20
-2.204960578	-7.816398209995877326e-21	-6.312448209551956061e-20
-2.204899543	-7.279897046819293973e-21	-6.318909301558169928e-20
-2.204838507	-6.742857556817931054e-21	-6.324914527610878217e-20
-2.204777472	-6.205318468105653341e-21	-6.330463435218353468e-20
-2.204716437	-5.667318547186300207e-21	-6.335555604785588527e-20
-2.204655402	-5.128896596153408318e-21	-6.340190649647263652e-20
-2.204594367	-4.590091449901535036e-21	-6.344368216098212319e-20
-2.204533332	-4.050941973303570352e-21	-6.348087983423560816e-20
-2.204472296	-3.511487058417992521e-21	-6.351349663924509229e-20
-2.204411261	-2.971765621688353391e-21	-6.354153002939657503e-20
-2.204350226	-2.431816601146062267e-21	-6.356497778865821132e-20
-2.204289191	-1.891678953590671751e-21	-6.358383803176706662e-20
-2.204228156	-1.351391651794718439e-21	-6.359810920439034133e-20
-2.204167121	-8.109936816809426937e-22	-6.360779008326437476e-20
-2.204106086	-2.705240395181644138e-22	-6.361287977630857597e-20
-2.204045050	2.699782709010337198e-22	-6.361337772271605075e-20
-2.203984015	8.104742410626465015e-22	-6.360928369302031106e-20
-2.203922980	1.350924860556805482e-21	-6.360059778913774177e-20
-2.203861945	1.891291119885662339e-21	-6.358732044438661922e-20
-2.203800910	2.431534013285046225e-21	-6.356945242348174269e-20
-2.203739875	2.971614541529850248e-21	-6.354699482250570196e-20
-2.203678839	3.511493714763624765e-21	-6.351994906885539657e-20
-2.203617804	4.051132555297947779e-21	-6.348831692116579316e-20
-2.203556769	4.590492100438295302e-21	-6.345210046920862148e-20
-2.203495734	5.129533405289230919e-21	-6.341130213376806771e-20
-2.203434699	5.668217545576616506e-21	-6.336592466649121389e-20
-2.203373664	6.206505620447709742e-21	-6.331597114966851811e-20
-2.203312628	6.744358755304599765e-21	-6.326144499597258609e-20
-2.203251593	7.281738104580588659e-21	-6.320234994833533304e-20
-2.203190558	7.818604854559336110e-21	-6.313869007971788313e-20
-2.203129523	8.354920226167367546e-21	-6.307046979284414119e-20
-2.203068488	8.890645477786837648e-21	-6.299769381990788282e-20
-2.203007453	9.425741908043385411e-21	-6.292036722225862316e-20
-2.202946418	9.960170858616502278e-21	-6.283849539006048661e-20
-2.202885382	1.049389371702017475e-20	-6.275208404193127544e-20
-2.202824347	1.102687191940554126e-20	-6.266113922455376905e-20
-2.202763312	1.155906695333709916e-20	-6.256566731226713791e-20
-2.202702277	1.209044036058956722e-20	-6.246567500663069632e-20
-2.202641242	1.262095373991787246e-20	-6.236116933596772188e-20
-2.202580207	1.315056874984209601e-20	-6.225215765488279333e-20
-2.202519171	1.367924711141227643e-20	-6.213864764375777471e-20
-2.202458136	1.420695061098590762e-20	-6.202064730822194388e-20
-2.202397101	1.473364110298674174e-20	-6.189816497860030988e-20
-2.202336066	1.525928051266255833e-20	-6.177120930933868672e-20
-2.202275031	1.578383083884510922e-20	-6.163978927840320049e-20
-2.202213996	1.630725415669589578e-20	-6.150391418666071768e-20
-2.202152961	1.682951262049149695e-20	-6.136359365730340138e-20
-2.202091925	1.735056846637399584e-20	-6.121883763520028678e-20
-2.202030890	1.787038401504337556e-20	-6.106965638611402956e-20
-2.201969855	1.838892167447623723e-20	-6.091606049597990990e-20
-2.201908820	1.890614394265926029e-20	-6.075806087016320599e-20
-2.201847785	1.942201341028707223e-20	-6.059566873270220718e-20
-2.201786750	1.993649276348987698e-20	-6.042889562551682538e-20
-2.201725714	2.044954478651835775e-20	-6.025775340760591556e-20
-2.201664679	2.096113236445261183e-20	-6.008225425421122955e-20
-2.201603644	2.147121848587838973e-20	-5.990241065596726245e-20
-2.201542609	2.197976624558015617e-20	-5.971823541802010356e-20
-2.201481574	2.248673884720346546e-20	-5.952974165913128911e-20
-2.201420539	2.299209960593128199e-20	-5.933694281075144203e-20
-2.201359503	2.349581195113114681e-20	-5.913985261607913017e-20
-2.201298468	2.399783942901717092e-20	-5.893848512908835590e-20
-2.201237433	2.449814570528120767e-20	-5.873285471354238373e-20
-2.201176398	2.499669456773566499e-20	-5.852297604197705389e-20
-2.201115363	2.549344992893116617e-20	-5.830886409466862834e-20
-2.201054328	2.598837582877951897e-20	-5.809053415857313303e-20
-2.200993293	2.648143643715421763e-20	-5.786800182624674169e-20
-2.200932257	2.697259605650458274e-20	-5.764128299469880037e-20
-2.200871222	2.746181912443268265e-20	-5.741039386428161302e-20
-2.200810187	2.794907021627358003e-20	-5.717535093757348641e-20
-2.200749152	2.843431404765881083e-20	-5.693617101821410828e-20
-2.200688117	2.891751547708022437e-20	-5.669287120971261330e-20
-2.200627082	2.939863950843497936e-20	-5.644546891423837601e-20
-2.200566046	2.987765129357391638e-20	-5.619398183138299890e-20
-2.200505011	3.035451613481860986e-20	-5.593842795691146724e-20
-2.200443976	3.082919948749257570e-20	-5.567882558147886587e-20
-2.200382941	3.130166696241627137e-20	-5.541519328933925981e-20
-2.200321906	3.177188432841562570e-20	-5.514754995701989611e-20
-2.200260871	3.223981751479723800e-20	-5.487591475198624557e-20
-2.200199836	3.270543261383203926e-20	-5.460030713127512204e-20
-2.200138800	3.316869588320917971e-20	-5.432074684011659533e-20
-2.200077765	3.362957374849331680e-20	-5.403725391052693686e-20
-2.200016730	3.408803280555887628e-20	-5.374984865988660931e-20
-2.199955695	3.454403982302246563e-20	-5.345855168949173858e-20
-2.199894660	3.499756174465136982e-20	-5.316338388309192369e-20
-2.199833625	3.544856569177280540e-20	-5.286436640539927817e-20
-2.199772589	3.589701896564836345e-20	-5.256152070058012591e-20
-2.199711554	3.634288904982321074e-20	-5.225486849067894653e-20
-2.199650519	3.678614361250351786e-20	-5.194443177410728473e-20
-2.199589484	3.722675050893414010e-20	-5.163023282409194424e-20
-2.199528449	3.766467778372963666e-20	-5.131229418709205400e-20
-2.199467414	3.809989367320498896e-20	-5.099063868118686014e-20
-2.199406378	3.853236660767744199e-20	-5.066528939445473698e-20
-2.199345343	3.896206521377352165e-20	-5.033626968331881916e-20
-2.199284308	3.938895831670227003e-20	-5.000360317088729550e-20
-2.199223273	3.981301494253277191e-20	-4.966731374526114843e-20
-2.199162238	4.023420432043975902e-20	-4.932742555783520698e-20
-2.199101203	4.065249588495082720e-20	-4.898396302156833667e-20
-2.199040168	4.106785927816882113e-20	-4.863695080924199561e-20
-2.198979132	4.148026435198026212e-20	-4.828641385169945907e-20
-2.198918097	4.188968117025584338e-20	-4.793237733606056665e-20
-2.198857062	4.229608001102538277e-20	-4.757486670392620791e-20
-2.198796027	4.269943136864784627e-20	-4.721390764955576072e-20
-2.198734992	4.309970595595767051e-20	-4.684952611803294386e-20
-2.198673957	4.349687470640179875e-20	-4.648174830340811920e-20
-2.198612921	4.389090877615473712e-20	-4.611060064682784660e-20
-2.198551886	4.428177954627800354e-20	-4.573610983466555820e-20
-2.198490851	4.466945862493990047e-20	-4.535830279668978847e-20
-2.198429816	4.505391784935157399e-20	-4.497720670404433706e-20
-2.198368781	4.543512928776753745e-20	-4.459284896728873742e-20
-2.198307746	4.581306524153195999e-20	-4.420525723442688094e-20
-2.198246711	4.618769824708969849e-20	-4.381445938893677857e-20
-2.198185675	4.655900107800029071e-20	-4.342048354776318208e-20
-2.198124640	4.692694674691548204e-20	-4.302335805931329888e-20
-2.198063605	4.729150850755698109e-20	-4.262311150141717804e-20
-2.198002570	4.765265985666247339e-20	-4.221977267928717547e-20
-2.197941535	4.801037453592608615e-20	-4.181337062344747689e-20
-2.197880500	4.836462653391193807e-20	-4.140393458765793339e-20
-2.197819464	4.871539008795723496e-20	-4.099149404681337732e-20
-2.197758429	4.906263968605186904e-20	-4.057607869483273091e-20
-2.197697394	4.940635006870649276e-20	-4.015771844252559951e-20
-2.197636359	4.974649623079214299e-20	-3.973644341545441106e-20
-2.197575324	5.008305342337697033e-20	-3.931228395176268337e-20
-2.197514289	5.041599715549545854e-20	-3.888527059998456765e-20
-2.197453253	5.074530319573990469e-20	-3.845543411670566821e-20
-2.197392218	5.107094757415777314e-20	-3.802280546446054084e-20
-2.197331183	5.139290658410887582e-20	-3.758741580958211515e-20
