1.1e+01 	 1.70722290009884e+01 	 -4.19235880770031e-01 	 1.62948250852495e-03 	 -1.81923935294865e-02 	 -1.32091264501080e+00 	 -1.80416068838900e-03 	 2.49219056164419e-03 	 -5.00287384505766e-03 	 -7.50068260192963e-03 	 9.99809289666130e-02 	 -1.26555332988969e-02 	 1.49967103023904e-02 	
1.2e+01 	 1.70704246142648e+01 	 -6.27106124295411e-01 	 1.54267932183358e-03 	 1.41735627033717e-02 	 8.95247563184538e-01 	 1.36190175259266e-03 	 2.48812253643921e-03 	 -5.00483524407376e-03 	 -7.50072465988056e-03 	 9.99706740533558e-02 	 -1.27366290046764e-02 	 1.49964199366118e-02 	
1.3e+01 	 1.70757788503089e+01 	 -1.50690905222104e-01 	 2.37468812762642e-03 	 -4.85307554193315e-03 	 -3.19992196128542e-01 	 -5.61687798534135e-04 	 2.49719363676509e-03 	 -5.00037662177747e-03 	 -7.50068380755253e-03 	 9.99935774670429e-02 	 -1.25553376608215e-02 	 1.49965983331421e-02 	
1.4e+01 	 1.70686011902461e+01 	 -7.47076301149214e-01 	 1.57516324737599e-03 	 -6.85808445092391e-03 	 -4.44330316220470e-01 	 -6.44041955181237e-04 	 2.48586644806457e-03 	 -5.00615822589274e-03 	 -7.50058983145407e-03 	 9.99650780440252e-02 	 -1.27805702956670e-02 	 1.49963393723189e-02 	
1.5e+01 	 1.70744785069053e+01 	 -2.85261178510414e-01 	 2.48579209127469e-03 	 1.59865927775527e-02 	 1.11186849809919e+00 	 1.80170520863851e-03 	 2.49463994986683e-03 	 -5.00191915258429e-03 	 -7.50050507042944e-03 	 9.99872756735412e-02 	 -1.26052917418691e-02 	 1.49967104221539e-02 	
1.6e+01 	 1.70712102790102e+01 	 -5.16170431470950e-01 	 2.20675272210594e-03 	 -2.27022353038916e-02 	 -1.41234378977890e+00 	 -2.42144470380734e-03 	 2.49018551034591e-03 	 -5.00419461823199e-03 	 -7.50046747522584e-03 	 9.99761276942041e-02 	 -1.26936670085526e-02 	 1.49964898942562e-02 	
1.7e+01 	 1.70740307838334e+01 	 -3.18773172889063e-01 	 2.70946589074344e-03 	 2.23680547414251e-02 	 1.44941979899303e+00 	 2.56828550449898e-03 	 2.49361020617193e-03 	 -5.00266411173570e-03 	 -7.50035065345789e-03 	 9.99847951670050e-02 	 -1.26248712855823e-02 	 1.49967783351910e-02 	
1.8e+01 	 1.70698894420296e+01 	 -6.21286188725343e-01 	 2.27117649191233e-03 	 -1.21928384073121e-02 	 -7.21999290716945e-01 	 -1.29368378908265e-03 	 2.48867678109315e-03 	 -5.00536036182131e-03 	 -7.50019036608774e-03 	 9.99724214121055e-02 	 -1.27223987363826e-02 	 1.49968505824748e-02 	
1.9e+01 	 1.70746374066526e+01 	 -2.71356815239987e-01 	 3.03428128266397e-03 	 -1.95299997695053e-02 	 -1.22866216596500e+00 	 -2.31737773582955e-03 	 2.49308169095216e-03 	 -5.00340415183820e-03 	 -7.50003270496916e-03 	 9.99835829671564e-02 	 -1.26339148176102e-02 	 1.49972441945598e-02 	
2.0e+01 	 1.70722799339671e+01 	 -4.46798277959714e-01 	 2.76491958796935e-03 	 4.32427553254935e-02 	 2.59606661635981e+00 	 4.87557773134066e-03 	 2.49246630209884e-03 	 -5.00394057102122e-03 	 -7.49987936533571e-03 	 9.99821804558302e-02 	 -1.26450473520342e-02 	 1.49972120329976e-02 	
2.1e+01 	 1.70692904014451e+01 	 -6.66245111981526e-01 	 2.40425769045387e-03 	 4.32184979752758e-04 	 1.47166974935160e-02 	 4.65722749071104e-05 	 2.49404058095835e-03 	 -5.00310178750223e-03 	 -7.49991560515346e-03 	 9.99863250763308e-02 	 -1.26129039404271e-02 	 1.49966480228014e-02 	
2.2e+01 	 1.70727391556516e+01 	 -4.10183596084584e-01 	 2.91314776029829e-03 	 -4.91502610655694e-02 	 -2.94705051603295e+00 	 -5.56192993617431e-03 	 2.48933511062900e-03 	 -5.00457886376247e-03 	 -7.50049339066238e-03 	 9.99748604175472e-02 	 -1.27066155863226e-02 	 1.49939722833305e-02 	
2.3e+01 	 1.70747851069711e+01 	 -2.67885156750041e-01 	 3.17330316600841e-03 	 1.25254634548177e-02 	 7.89316986023624e-01 	 1.46146774686131e-03 	 2.48690050626028e-03 	 -5.00399588608411e-03 	 -7.50168987922146e-03 	 9.99693022845836e-02 	 -1.27559022000986e-02 	 1.49891814251150e-02 	
2.4e+01 	 1.70681375141696e+01 	 -7.11413529863300e-01 	 2.39985361994555e-03 	 8.12233715237375e-03 	 5.87086671247289e-01 	 1.08272403258066e-03 	 2.49117050287707e-03 	 -5.00057983091389e-03 	 -7.50255095819083e-03 	 9.99805289601515e-02 	 -1.26714132459427e-02 	 1.49859639395934e-02 	
2.5e+01 	 1.70722424250589e+01 	 -4.13259087751883e-01 	 3.07173981581568e-03 	 -2.50363865730501e-02 	 -1.79631555750766e+00 	 -3.36010316380806e-03 	 2.49583913986417e-03 	 -4.99855195602529e-03 	 -7.50235065368419e-03 	 9.99923208547059e-02 	 -1.25774302589599e-02 	 1.49864611623440e-02 	
2.6e+01 	 1.70717553866494e+01 	 -4.17056205064605e-01 	 3.11158387113470e-03 	 3.41275574828508e-02 	 2.41411851380435e+00 	 4.51404710855927e-03 	 2.49199713383753e-03 	 -5.00069680909122e-03 	 -7.50219845835129e-03 	 9.99828214455041e-02 	 -1.26529055717972e-02 	 1.49863069629470e-02 	
2.7e+01 	 1.70694692442703e+01 	 -6.58096718615401e-01 	 2.74363274360149e-03 	 3.33018741461226e-03 	 3.07341341510192e-01 	 5.68219270182265e-04 	 2.49177189117111e-03 	 -5.00101191818080e-03 	 -7.50206322531214e-03 	 9.99823647099731e-02 	 -1.26564787159838e-02 	 1.49863368944457e-02 	
2.8e+01 	 1.70709176254060e+01 	 -5.26797632517604e-01 	 3.00588503456251e-03 	 -4.10339864226693e-02 	 -3.07618043207562e+00 	 -5.70559571131987e-03 	 2.49818636732051e-03 	 -4.99648409518923e-03 	 -7.50294685844521e-03 	 9.99989101522404e-02 	 -1.25290221599475e-02 	 1.49830428177891e-02 	
2.9e+01 	 1.70719474219780e+01 	 -4.09050238878321e-01 	 3.23179005420669e-03 	 -3.07375165743836e-02 	 -2.51728762926662e+00 	 -4.62093238680131e-03 	 2.48715807304473e-03 	 -4.99945881930103e-03 	 -7.50462898708520e-03 	 9.99718193360279e-02 	 -1.27509742209342e-02 	 1.49765815545998e-02 	
3.0e+01 	 1.70722433626856e+01 	 -3.67024991178532e-01 	 3.11990419589246e-03 	 1.57344321219480e-02 	 1.26171380324618e+00 	 2.22462516647070e-03 	 2.48374396821043e-03 	 -4.97502771308758e-03 	 -7.52197548217135e-03 	 9.99676244073127e-02 	 -1.28503113860599e-02 	 1.49195699549182e-02 	
3.1e+01 	 1.70714124290022e+01 	 -4.52241032339325e-01 	 2.82276877616606e-03 	 3.91121987534088e-02 	 3.18008726169249e+00 	 5.38998169717025e-03 	 2.48413684295820e-03 	 -4.94870054086363e-03 	 -7.53919273545325e-03 	 9.99732114843730e-02 	 -1.28729325498465e-02 	 1.48625231057137e-02 	
3.2e+01 	 1.70710726381127e+01 	 -4.88961356202709e-01 	 2.54155717229285e-03 	 4.83143480058154e-02 	 3.95081097936734e+00 	 6.33656217899771e-03 	 2.48468249550731e-03 	 -4.88656128582925e-03 	 -7.57943742611235e-03 	 9.99840605660393e-02 	 -1.29391166139327e-02 	 1.47314932704594e-02 	
3.3e+01 	 1.70717802611251e+01 	 -4.13284353826081e-01 	 2.25940684181779e-03 	 9.10869287308693e-03 	 7.51132533119748e-01 	 1.09497749233480e-03 	 2.43291056365750e-03 	 -4.68713425754566e-03 	 -7.72086255809440e-03 	 9.98704491276522e-02 	 -1.42927256153139e-02 	 1.42429416036975e-02 	
3.4e+01 	 1.70707766680519e+01 	 -5.24880937330354e-01 	 1.49258882786174e-03 	 -7.75453793871849e-02 	 -6.43287952738622e+00 	 -8.04348021581901e-03 	 2.45067577257026e-03 	 -4.13613377675332e-03 	 -8.02412522575115e-03 	 1.00024273232105e-01 	 -1.43720837072237e-02 	 1.30321899273251e-02 	
3.5e+01 	 1.70708700837878e+01 	 -5.16464464195109e-01 	 5.54277010677069e-04 	 -5.85651212593049e-02 	 -4.90463372405759e+00 	 -4.65618504171750e-03 	 2.34418947694353e-03 	 -2.26366439581417e-03 	 -8.76815825583171e-03 	 1.00006638749532e-01 	 -1.75596388712824e-02 	 8.46057260064523e-03 	
