0.0e+00 	 1.70746193109711e+01 	 0.00000000000000e+00 	 0.00000000000000e+00 	 -8.10319604489958e-04 	 2.65705934704941e-01 	 -2.23793051182198e-04 	 2.50000000000000e-03 	 -5.00000000000000e-03 	 -7.50000000000000e-03 	 1.00000000000000e-01 	 -1.25000000000000e-02 	 1.50000000000000e-02 	
1.0e+00 	 1.70724887197845e+01 	 -1.97345186557346e-01 	 2.93637053932676e-06 	 -4.78956232269709e-03 	 -7.29783689922642e-01 	 -2.22411848984134e-04 	 2.49660407251687e-03 	 -5.00144034421515e-03 	 -7.50017083727761e-03 	 9.99915804003489e-02 	 -1.25679893220540e-02 	 1.49993164324680e-02 	
2.0e+00 	 1.70706897181535e+01 	 -7.17507881249013e-01 	 8.06541924630973e-05 	 -1.56465791761654e-03 	 -3.15308454272780e-01 	 6.80169422715358e-05 	 2.48719728613147e-03 	 -5.00605639832835e-03 	 -7.50021659664683e-03 	 9.99678336230985e-02 	 -1.27558194647909e-02 	 1.49990436523855e-02 	
3.0e+00 	 1.70729639430006e+01 	 -4.77558590683131e-01 	 4.71979021907865e-04 	 8.40874708382617e-03 	 8.92162440546141e-01 	 4.91148701663651e-04 	 2.49139847322096e-03 	 -5.00375867830999e-03 	 -7.50035550736565e-03 	 9.99784955261361e-02 	 -1.26723653265024e-02 	 1.49987195907541e-02 	
4.0e+00 	 1.70754848041928e+01 	 -7.92307460634492e-03 	 8.34139822879991e-04 	 -8.03970162622169e-04 	 4.74708337359855e-02 	 -1.18272614514494e-04 	 2.49989018908511e-03 	 -4.99943955028937e-03 	 -7.50041020381681e-03 	 9.99999056568645e-02 	 -1.25025858970018e-02 	 1.49984737392293e-02 	
5.0e+00 	 1.70716137678868e+01 	 -4.48222079153274e-01 	 6.24149073853084e-04 	 -1.08068897903823e-02 	 -1.06141818178399e+00 	 -7.70265666158307e-04 	 2.49180324213625e-03 	 -5.00338240807191e-03 	 -7.50047205721589e-03 	 9.99796704340614e-02 	 -1.26639319080637e-02 	 1.49980108189206e-02 	
6.0e+00 	 1.70698857326075e+01 	 -7.89312441237377e-01 	 5.97443269245504e-04 	 4.65141532329661e-03 	 2.85427461425632e-01 	 3.74755345249855e-04 	 2.48557142237564e-03 	 -5.00634351110675e-03 	 -7.50056393566972e-03 	 9.99638715201622e-02 	 -1.27884697055309e-02 	 1.49976475919168e-02 	
7.0e+00 	 1.70746750416287e+01 	 -2.35992982512513e-01 	 1.27993235331361e-03 	 7.50847520074449e-03 	 7.71792219144078e-01 	 6.64877664331258e-04 	 2.49581084477532e-03 	 -5.00126041407141e-03 	 -7.50055481266182e-03 	 9.99898133054022e-02 	 -1.25839418191982e-02 	 1.49977212749805e-02 	
8.0e+00 	 1.70730117677728e+01 	 -3.32242131343978e-01 	 1.26418590857251e-03 	 -1.25867612684386e-02 	 -1.03047896331813e+00 	 -1.18006359638162e-03 	 2.49396718074538e-03 	 -5.00199783330681e-03 	 -7.50067632796928e-03 	 9.99852519400197e-02 	 -1.26207726265883e-02 	 1.49971828287482e-02 	
9.0e+00 	 1.70695808901450e+01 	 -7.36396917893297e-01 	 1.00019310987051e-03 	 5.74083955435742e-03 	 3.45160713007370e-01 	 5.08040676268877e-04 	 2.48632794797144e-03 	 -5.00574253955427e-03 	 -7.50071429684086e-03 	 9.99659577274694e-02 	 -1.27731007134006e-02 	 1.49968394602090e-02 	
1.0e+01 	 1.70757495276834e+01 	 -1.44125345591383e-01 	 1.88652463887142e-03 	 7.61449318337478e-03 	 6.90244691199702e-01 	 8.05568584079944e-04 	 2.49753460795922e-03 	 -5.00027356146505e-03 	 -7.50063898561712e-03 	 9.99942775073310e-02 	 -1.25491104692795e-02 	 1.49971428017774e-02 	
