0.0000000000000000e+00 	1.7074619482442028e+01 	0.0000000000000000e+00 	0.0000000000000000e+00 	-8.1032076916560589e-04 	2.6570593294953204e-01 	-2.2379304602765127e-04 	2.5000000000000048e-03 	-5.0000000000000062e-03 	-7.5000000000000093e-03 	9.9999999999999922e-02 	-1.2499999999999995e-02 	1.4999999999999991e-02 
2.6938456225597018e-01 	1.7074293577269916e+01 	6.5479988625722643e-02 	1.2018541037653010e-06 	-1.8292948981168747e-03 	2.6570294128944227e-01 	-2.1879493924002914e-04 	2.5010391924642681e-03 	-4.9994018011455853e-03 	-7.5000523057149526e-03 	1.0000262232175355e-01 	-1.2479248568763776e-02 	1.4999796129671554e-02 
1.2601472533840785e+00 	1.7070934787784296e+01 	3.0628862061694212e-01 	2.6279082299447524e-05 	-5.5768988451527345e-03 	2.6565832852968602e-01 	-2.0044138179448290e-04 	2.5048573856525438e-03 	-4.9972003023117531e-03 	-7.5002452370650820e-03 	1.0001223632408911e-01 	-1.2402915884641574e-02 	1.4999008734347841e-02 
2.4047888425209383e+00 	1.7062825717143397e+01 	5.8441349766721307e-01 	9.5610935648525848e-05 	-9.9056980942396032e-03 	2.6554098454458019e-01 	-1.7930422906985011e-04 	2.5092611295290017e-03 	-4.9946542871959045e-03 	-7.5004691276766575e-03 	1.0002328358577353e-01 	-1.2314704884492236e-02 	1.4998026014371880e-02 
3.3505333447425647e+00 	1.7052706574464029e+01 	8.1409195082626873e-01 	1.8544389169258035e-04 	-1.3480837542248009e-02 	2.6539081535947512e-01 	-1.6190493686856763e-04 	2.5128936530953846e-03 	-4.9925487277507705e-03 	-7.5006548173654356e-03 	1.0003236267646143e-01 	-1.2241803024882621e-02 	1.4997155599140983e-02 
4.2962778469641911e+00 	1.7039495194521280e+01 	1.0436186654639164e+00 	3.0463188240688961e-04 	-1.7053951839148374e-02 	2.6519251011717743e-01 	-1.4457408783247314e-04 	2.5165207685654595e-03 	-4.9904415362953354e-03 	-7.5008410524551967e-03 	1.0004139774139670e-01 	-1.2168883982784968e-02 	1.4996232878998993e-02 
5.0509392514377396e+00 	1.7026736271899310e+01 	1.2266339136873725e+00 	4.2072905260962288e-04 	-1.9903249573858868e-02 	2.6499975718342589e-01 	-1.3079995852682957e-04 	2.5194111842771565e-03 	-4.9887590037927471e-03 	-7.5009899937685687e-03 	1.0004857567452813e-01 	-1.2110685405456343e-02 	1.4995459463059737e-02 
5.8056006559112880e+00 	1.7012011024208693e+01 	1.4095048905947014e+00 	5.5539768954435348e-04 	-2.2750516337846832e-02 	2.6477638579359536e-01 	-1.1707967689540417e-04 	2.5222981936953246e-03 	-4.9870755717381521e-03 	-7.5011391844075331e-03 	1.0005572547069363e-01 	-1.2052475633808837e-02 	1.4994653434795236e-02 
6.4251220873523902e+00 	1.6998454070573050e+01 	1.5595058109557360e+00 	6.7978949205652691e-04 	-2.5086163495121955e-02 	2.6457014313030813e-01 	-1.0585977339181252e-04 	2.5246656829184515e-03 	-4.9856929687962185e-03 	-7.5012618145476086e-03 	1.0006157386101010e-01 	-1.2004681253452562e-02 	1.4993967602359550e-02 
7.0446435187934924e+00 	1.6983573957043479e+01 	1.7093835804561250e+00 	8.1662148733322576e-04 	-2.7420038408394493e-02 	2.6434329197393353e-01 	-9.4681722366384751e-05 	2.5270309000768047e-03 	-4.9843098347311472e-03 	-7.5013845589637380e-03 	1.0006740322580999e-01 	-1.1956879193140951e-02 	1.4993260205964780e-02 
