# time (s)	h_+ (strain)	h_x (strain)	h_abs (strain)	 h_arg (rad)
-1.242130279	-1.203513085808653162e-19	3.502520588845327166e-20	1.253443358299656345e-19	3.113008750945687098e+02
-1.242069244	-1.206281603491328831e-19	3.406465717569605497e-20	1.253457376128674607e-19	3.112928998927019393e+02
-1.242008209	-1.208973505228303400e-19	3.310190372267518060e-20	1.253471395505512209e-19	3.112849245532622717e+02
-1.241947174	-1.211588612445304921e-19	3.213700656015216219e-20	1.253485414702486974e-19	3.112769490762571536e+02
-1.241886139	-1.214126754077907725e-19	3.117002693504730097e-20	1.253499434734979741e-19	3.112689734616907344e+02
-1.241825104	-1.216587763648379309e-19	3.020102621773084695e-20	1.253513456297686200e-19	3.112609977095276577e+02
-1.241764069	-1.218971476570432132e-19	2.923006584904151477e-20	1.253527477020838871e-19	3.112530218198052125e+02
-1.241703033	-1.221277738052625982e-19	2.825720750916281845e-20	1.253541499546196617e-19	3.112450457924595071e+02
-1.241641998	-1.223506393320796717e-19	2.728251290092223687e-20	1.253555521513013494e-19	3.112370696275274895e+02
-1.241580963	-1.225657296535407542e-19	2.630604393697993139e-20	1.253569544665119882e-19	3.112290933249872182e+02
-1.241519928	-1.227730304837733030e-19	2.532786260713149862e-20	1.253583568750614253e-19	3.112211168848434113e+02
-1.241458893	-1.229725279295569207e-19	2.434803099235577866e-20	1.253597592474968594e-19	3.112131403070599731e+02
-1.241397858	-1.231642088582855837e-19	2.336661134614672320e-20	1.253611617267854867e-19	3.112051635916490113e+02
-1.241336822	-1.233480604795366843e-19	2.238366599521343460e-20	1.253625642983132065e-19	3.111971867386064901e+02
-1.241275787	-1.235240704797359767e-19	2.139925736242773252e-20	1.253639669264904946e-19	3.111892097478914820e+02
-1.241214752	-1.236922270300693687e-19	2.041344798357821877e-20	1.253653695652690158e-19	3.111812326195731089e+02
-1.241153717	-1.238525189811016341e-19	1.942630050019805397e-20	1.253667723485299589e-19	3.111732553535624675e+02
-1.241092682	-1.240049354161762007e-19	1.843787761813809315e-20	1.253681751427828101e-19	3.111652779498993482e+02
-1.241031647	-1.241494660325318182e-19	1.744824214379884904e-20	1.253695779289035184e-19	3.111573004085623211e+02
-1.240970612	-1.242861011799595346e-19	1.645745699008637023e-20	1.253709808412444512e-19	3.111493227295441670e+02
-1.240909576	-1.244148315808433089e-19	1.546558512987284830e-20	1.253723838837682334e-19	3.111413449128401112e+02
-1.240848541	-1.245356483231271163e-19	1.447268959430872671e-20	1.253737869227646989e-19	3.111333669584313952e+02
-1.240787506	-1.246485431080168154e-19	1.347883350652598137e-20	1.253751899366368787e-19	3.111253888663291036e+02
-1.240726471	-1.247535083819588550e-19	1.248408007958473925e-20	1.253765931465716639e-19	3.111174106365204466e+02
-1.240665436	-1.248505366898798486e-19	1.148849254555215100e-20	1.253779963658705131e-19	3.111094322689883143e+02
-1.240604401	-1.249396213044956190e-19	1.049213422369565524e-20	1.253793996327898338e-19	3.111014537637350372e+02
-1.240543365	-1.250207560099124335e-19	9.495068485687629556e-21	1.253808029916779428e-19	3.110934751207409477e+02
-1.240482330	-1.250939350254986051e-19	8.497358755002482652e-21	1.253822064169190087e-19	3.110854963400344104e+02
-1.240421295	-1.251591530558797072e-19	7.499068493553750429e-21	1.253836098616407356e-19	3.110775174215719403e+02
-1.240360260	-1.252164054650571573e-19	6.500261222722578746e-21	1.253850134328390524e-19	3.110695383653589943e+02
-1.240299225	-1.252656879016391987e-19	5.501000488406028042e-21	1.253864170149395289e-19	3.110615591713841468e+02
-1.240238190	-1.253069966821200973e-19	4.501349883076471789e-21	1.253878206536134512e-19	3.110535798396464315e+02
-1.240177154	-1.253403286272264124e-19	3.501373025679663582e-21	1.253892243912772116e-19	3.110456003701152667e+02
-1.240116119	-1.253656810355202480e-19	2.501133568009928622e-21	1.253906282408092387e-19	3.110376207628166867e+02
-1.240055084	-1.253830514694444460e-19	1.500695178856717341e-21	1.253920319709717427e-19	3.110296410177502935e+02
-1.239994049	-1.253924386259187782e-19	5.001215486742518224e-22	1.253934359770010334e-19	3.110216611348534457e+02
-1.239933014	-1.253938410020077736e-19	-5.005236118081875392e-22	1.253948399461588046e-19	3.110136811141793487e+02
-1.239871979	-1.253872580462922667e-19	-1.501176588420676031e-21	1.253962440088103634e-19	3.110057009556797425e+02
-1.239810944	-1.253726895382822884e-19	-2.501773652245388610e-21	1.253976481177760596e-19	3.109977206593697474e+02
-1.239749908	-1.253501358310420845e-19	-3.502251073636100736e-21	1.253990522908506192e-19	3.109897402252457823e+02
-1.239688873	-1.253195977203893803e-19	-4.502545124837780642e-21	1.254004564800360883e-19	3.109817596532804487e+02
-1.239627838	-1.252810767766534486e-19	-5.502592090459581485e-21	1.254018609033842331e-19	3.109737789434665274e+02
-1.239566803	-1.252345745046113106e-19	-6.502328236285562400e-21	1.254032652040744979e-19	3.109657980958348276e+02
-1.239505768	-1.251800935825316601e-19	-7.501689881010243498e-21	1.254046696913724724e-19	3.109578171103239015e+02
-1.239444733	-1.251176367118609392e-19	-8.500613326300255714e-21	1.254060741881528111e-19	3.109498359869587034e+02
-1.239383697	-1.250472073755868301e-19	-9.499034913198514691e-21	1.254074787910002748e-19	3.109418547257379259e+02
-1.239322662	-1.249688093908637230e-19	-1.049689099928038127e-20	1.254088834222711904e-19	3.109338733266363874e+02
-1.239261627	-1.248824471458384240e-19	-1.149411797183840411e-20	1.254102880671425178e-19	3.109258917896500520e+02
-1.239200592	-1.247881256684034460e-19	-1.249065226298605212e-20	1.254116928431638965e-19	3.109179101147835809e+02
-1.239139557	-1.246858503209486924e-19	-1.348643033017095518e-20	1.254130976944137841e-19	3.109099283020170219e+02
-1.239078522	-1.245756269661483717e-19	-1.448138866757504921e-20	1.254145025575205390e-19	3.109019463513458277e+02
-1.239017487	-1.244574622109601434e-19	-1.547546384343997118e-20	1.254159076080948592e-19	3.108939642627551621e+02
-1.238956451	-1.243313627094898042e-19	-1.646859241649064757e-20	1.254173125584311220e-19	3.108859820362592927e+02
-1.238895416	-1.241973362529448828e-19	-1.746071108427727834e-20	1.254187177573413850e-19	3.108779996718250231e+02
-1.238834381	-1.240553904561517898e-19	-1.845175650443130446e-20	1.254201228644235489e-19	3.108700171694755454e+02
-1.238773346	-1.239055340269049236e-19	-1.944166548373084496e-20	1.254215281332267244e-19	3.108620345291831768e+02
-1.238712311	-1.237477758522702364e-19	-2.043037484624201772e-20	1.254229334880255367e-19	3.108540517509412098e+02
-1.238651276	-1.235821253404715992e-19	-2.141782148602118476e-20	1.254243388695954253e-19	3.108460688347431073e+02
-1.238590240	-1.234085924489160439e-19	-2.240394237673548398e-20	1.254257442642567744e-19	3.108380857805843220e+02
-1.238529205	-1.232271877623873611e-19	-2.338867459129922558e-20	1.254271497841051830e-19	3.108301025884720161e+02
-1.238468170	-1.230379222633983584e-19	-2.437195527378855533e-20	1.254285554359995374e-19	3.108221192583609422e+02
-1.238407135	-1.228408072993706309e-19	-2.535372161636676142e-20	1.254299610849071837e-19	3.108141357902799200e+02
-1.238346100	-1.226358549814237781e-19	-2.633391095780725209e-20	1.254313668639488331e-19	3.108061521842183197e+02
-1.238285065	-1.224230776424616178e-19	-2.731246067515719460e-20	1.254327726217681789e-19	3.107981684401463554e+02
-1.238224029	-1.222024883768852124e-19	-2.828930829361151462e-20	1.254341784731488644e-19	3.107901845580736904e+02
-1.238162994	-1.219741007017488465e-19	-2.926439142728292798e-20	1.254355844551680502e-19	3.107822005379956067e+02
-1.238101959	-1.217379283719248718e-19	-3.023764773337921636e-20	1.254369903367258190e-19	3.107742163798999400e+02
-1.238040924	-1.214939861858938246e-19	-3.120901511200628953e-20	1.254383964486137591e-19	3.107662320837696939e+02
-1.237979889	-1.212422889629478884e-19	-3.217843145705948089e-20	1.254398026306308752e-19	3.107582476496220352e+02
-1.237918854	-1.209828521443468869e-19	-3.314583481567492275e-20	1.254412088534262597e-19	3.107502630774246768e+02
-1.237857819	-1.207156917655307504e-19	-3.411116338013976182e-20	1.254426151894850305e-19	3.107422783671720481e+02
-1.237796783	-1.204408241855631436e-19	-3.507435541938993671e-20	1.254440215338436205e-19	3.107342935188710271e+02
-1.237735748	-1.201582664551711893e-19	-3.603534939083240289e-20	1.254454279885531815e-19	3.107263085325061525e+02
-1.237674713	-1.198680359531734930e-19	-3.699408383421951356e-20	1.254468344837945882e-19	3.107183234080913508e+02
-1.237613678	-1.195701505580722191e-19	-3.795049743331991453e-20	1.254482409598336307e-19	3.107103381455929707e+02
-1.237552643	-1.192646290052799946e-19	-3.890452912674584586e-20	1.254496477409996080e-19	3.107023527450087386e+02
-1.237491608	-1.189514898419070142e-19	-3.985611778387441841e-20	1.254510544412097701e-19	3.106943672063247277e+02
-1.237430572	-1.186307526121728720e-19	-4.080520258112956521e-20	1.254524612074931960e-19	3.106863815295589575e+02
-1.237369537	-1.183024372026987855e-19	-4.175172280992001379e-20	1.254538680379958892e-19	3.106783957146703301e+02
-1.237308502	-1.179665640614875399e-19	-4.269561793734324395e-20	1.254552750087641085e-19	3.106704097616827198e+02
-1.237247467	-1.176231539104200401e-19	-4.363682752292967877e-20	1.254566819746970398e-19	3.106624236705671933e+02
-1.237186432	-1.172722282658867522e-19	-4.457529139778844505e-20	1.254580891200085103e-19	3.106544374413439868e+02
-1.237125397	-1.169138087428569873e-19	-4.551094942793481972e-20	1.254594962232567800e-19	3.106464510739652383e+02
-1.237064362	-1.165479178051046400e-19	-4.644374178032697986e-20	1.254609034530802230e-19	3.106384645684623251e+02
-1.237003326	-1.161745782300504930e-19	-4.737360874515836430e-20	1.254623108047570852e-19	3.106304779248031878e+02
-1.236942291	-1.157938131627023384e-19	-4.830049073946423025e-20	1.254637181516309429e-19	3.106224911430088014e+02
-1.236881256	-1.154056464916712052e-19	-4.922432848344000402e-20	1.254651256597074721e-19	3.106145042230299396e+02
-1.236820221	-1.150101022551834602e-19	-5.014506274074499936e-20	1.254665331394033772e-19	3.106065171648779710e+02
-1.236759186	-1.146072053129871143e-19	-5.106263461636771168e-20	1.254679407801764074e-19	3.105985299685549990e+02
-1.236698151	-1.141969806731145782e-19	-5.197698526936221445e-20	1.254693484184372545e-19	3.105905426340680151e+02
-1.236637115	-1.137794540308588524e-19	-5.288805616040451001e-20	1.254707561306076855e-19	3.105825551613706921e+02
-1.236576080	-1.133546515886550694e-19	-5.379578896635194577e-20	1.254721640336917722e-19	3.105745675504714995e+02
-1.236515045	-1.129225996828679154e-19	-5.470012541340717949e-20	1.254735718762310252e-19	3.105665798013796461e+02
-1.236454010	-1.124833254995076901e-19	-5.560100762235967094e-20	1.254749798328331903e-19	3.105585919140806936e+02
-1.236392975	-1.120368564801156336e-19	-5.649837783124921804e-20	1.254763878485056730e-19	3.105506038885466751e+02
-1.236331940	-1.115832207464848037e-19	-5.739217860063658984e-20	1.254777961102526118e-19	3.105426157247886181e+02
-1.236270904	-1.111224463508953316e-19	-5.828235244468810669e-20	1.254792042112734023e-19	3.105346274227945855e+02
-1.236209869	-1.106545625046879557e-19	-5.916884245927298603e-20	1.254806125306780614e-19	3.105266389825756050e+02
-1.236148834	-1.101795983665284844e-19	-6.005159171344466340e-20	1.254820208776053427e-19	3.105186504040851787e+02
-1.236087799	-1.096975837506734676e-19	-6.093054360053560652e-20	1.254834292812911276e-19	3.105106616873650864e+02
-1.236026764	-1.092085489183226753e-19	-6.180564176162569819e-20	1.254848377709916402e-19	3.105026728323597354e+02
-1.235965729	-1.087125245878534403e-19	-6.267683007089089274e-20	1.254862463778400435e-19	3.104946838390905555e+02
-1.235904694	-1.082095418736438432e-19	-6.354405261959333355e-20	1.254876550734195782e-19	3.104866947075521466e+02
-1.235843658	-1.076996323283048286e-19	-6.440725374037807879e-20	1.254890638184438975e-19	3.104787054377325717e+02
-1.235782623	-1.071828280657969147e-19	-6.526637808740011669e-20	1.254904727094038973e-19	3.104707160296071606e+02
-1.235721588	-1.066591614007337509e-19	-6.612137041546514736e-20	1.254918815554493330e-19	3.104627264831956381e+02
-1.235660553	-1.061286654228041337e-19	-6.697217594921021510e-20	1.254932905608800846e-19	3.104547367984582138e+02
-1.235599518	-1.055913733436174454e-19	-6.781873996582525071e-20	1.254946995499946466e-19	3.104467469754387139e+02
-1.235538483	-1.050473190587670852e-19	-6.866100817738862386e-20	1.254961086463235138e-19	3.104387570140764296e+02
-1.235477447	-1.044965368686076173e-19	-6.949892653763263345e-20	1.254975179332863435e-19	3.104307669143840940e+02
-1.235416412	-1.039390612306722272e-19	-7.033244108806962541e-20	1.254989271624272193e-19	3.104227766763770546e+02
-1.235355377	-1.033749274004648229e-19	-7.116149839622695155e-20	1.255003365296188498e-19	3.104147863000194434e+02
-1.235294342	-1.028041708565681529e-19	-7.198604516841500507e-20	1.255017459818609188e-19	3.104067957852978452e+02
-1.235233307	-1.022268275688031054e-19	-7.280602843220166804e-20	1.255031555414140229e-19	3.103988051322300521e+02
-1.235172272	-1.016429338574500064e-19	-7.362139545249336862e-20	1.255045651421587481e-19	3.103908143408049227e+02
-1.235111237	-1.010525264853282811e-19	-7.443209379607806118e-20	1.255059747419864177e-19	3.103828234110079052e+02
-1.235050201	-1.004556428831806446e-19	-7.523807150617382192e-20	1.255073846076048659e-19	3.103748323428245612e+02
-1.234989166	-9.985232045420979621e-20	-7.603927658949138883e-20	1.255087944502032754e-19	3.103668411362657480e+02
-1.234928131	-9.924259727548729978e-20	-7.683565754511715410e-20	1.255102043037739484e-19	3.103588497913126503e+02
-1.234867096	-9.862651195304243745e-20	-7.762716326586915090e-20	1.255116143499458253e-19	3.103508583079554342e+02
-1.234806061	-9.800410324347907505e-20	-7.841374274762307926e-20	1.255130244406886802e-19	3.103428666861977945e+02
-1.234745026	-9.737541044054715287e-20	-7.919534539646702847e-20	1.255144345919254522e-19	3.103348749260292152e+02
-1.234683990	-9.674047326171859252e-20	-7.997192094968004181e-20	1.255158448455140859e-19	3.103268830274194556e+02
-1.234622955	-9.609933179355534496e-20	-8.074341942238920153e-20	1.255172551930119784e-19	3.103188909904044408e+02
-1.234561920	-9.545202651015048272e-20	-8.150979114977109937e-20	1.255186656166076964e-19	3.103108988149426750e+02
-1.234500885	-9.479859828777139431e-20	-8.227098678403608298e-20	1.255200760983887192e-19	3.103029065010395016e+02
-1.234439850	-9.413908842273542338e-20	-8.302695732541829840e-20	1.255214866538013418e-19	3.102949140486886677e+02
-1.234378815	-9.347353862778365561e-20	-8.377765412481261312e-20	1.255228973305527751e-19	3.102869214578803394e+02
-1.234317779	-9.280199093067273856e-20	-8.452302879625514739e-20	1.255243080745289134e-19	3.102789287286158242e+02
-1.234256744	-9.212448779789290192e-20	-8.526303334017520731e-20	1.255257189041032489e-19	3.102709358608562411e+02
-1.234195709	-9.144107203742155545e-20	-8.599762004394776157e-20	1.255271297711220921e-19	3.102629428546247254e+02
-1.234134674	-9.075178686741833330e-20	-8.672674157060027007e-20	1.255285406713668620e-19	3.102549497098850679e+02
-1.234073639	-9.005667603747939233e-20	-8.745035106659075696e-20	1.255299518066882817e-19	3.102469564266450561e+02
-1.234012604	-8.935578337926914584e-20	-8.816840175089592360e-20	1.255313629760716743e-19	3.102389630048705271e+02
-1.233951569	-8.864915331668097800e-20	-8.888084739485508961e-20	1.255327742758516705e-19	3.102309694445680179e+02
-1.233890533	-8.793683048218657021e-20	-8.958764196547313751e-20	1.255341855758287856e-19	3.102229757457209303e+02
-1.233829498	-8.721885998299438794e-20	-9.028873988875669363e-20	1.255355968936012286e-19	3.102149819083178954e+02
-1.233768463	-8.649528740701804131e-20	-9.098409607144986050e-20	1.255370084140986464e-19	3.102069879323474311e+02
-1.233707428	-8.576615848033186575e-20	-9.167366555016438755e-20	1.255384199991253581e-19	3.101989938178005559e+02
-1.233646393	-8.503151940959403185e-20	-9.235740385211035804e-20	1.255398316846329628e-19	3.101909995646612970e+02
-1.233585358	-8.429141664550685086e-20	-9.303526674599780634e-20	1.255412433370220836e-19	3.101830051729302795e+02
-1.233524322	-8.354589721642619117e-20	-9.370721062056093919e-20	1.255426551574556216e-19	3.101750106425806166e+02
-1.233463287	-8.279500836076164928e-20	-9.437319208379790975e-20	1.255440671379735400e-19	3.101670159736011669e+02
-1.233402252	-8.203879756265089918e-20	-9.503316799771981780e-20	1.255454791109916946e-19	3.101590211659967053e+02
-1.233341217	-8.127731280929118489e-20	-9.568709578526588261e-20	1.255468911495542285e-19	3.101510262197494967e+02
-1.233280182	-8.051060241813109137e-20	-9.633493324464753978e-20	1.255483033138284692e-19	3.101430311348204896e+02
-1.233219147	-7.973871500484714431e-20	-9.697663849654612273e-20	1.255497155899368155e-19	3.101350359112479964e+02
-1.233158112	-7.896169950747288369e-20	-9.761217004817301214e-20	1.255511279543990757e-19	3.101270405489852351e+02
-1.233097076	-7.817960517451953527e-20	-9.824148675744661672e-20	1.255525403389247111e-19	3.101190450480336267e+02
-1.233036041	-7.739248171280832274e-20	-9.886454803930316482e-20	1.255539528835434658e-19	3.101110494083752087e+02
-1.232975006	-7.660037895698295964e-20	-9.948131344736135656e-20	1.255553654033373204e-19	3.101030536300190761e+02
-1.232913971	-7.580334730145950431e-20	-1.000917432455503843e-19	1.255567781047238837e-19	3.100950577129242447e+02
-1.232852936	-7.500143732148369427e-20	-1.006957979112599339e-19	1.255581909605014412e-19	3.100870616571000937e+02
-1.232791901	-7.419469982072555012e-20	-1.012934382065090260e-19	1.255596037951037602e-19	3.100790654625357661e+02
-1.232730865	-7.338318604748791833e-20	-1.018846254777107762e-19	1.255610166541097301e-19	3.100710691291873218e+02
-1.232669830	-7.256694765799079558e-20	-1.024693216009115509e-19	1.255624297381530306e-19	3.100630726570943807e+02
-1.232608795	-7.174603638909267271e-20	-1.030474885681520833e-19	1.255638428758392338e-19	3.100550760462049880e+02
-1.232547760	-7.092050437566504789e-20	-1.036190888994064592e-19	1.255652560433889308e-19	3.100470792965232931e+02
-1.232486725	-7.009040412865007802e-20	-1.041840856441839366e-19	1.255666693531055762e-19	3.100390824080365064e+02
-1.232425690	-6.925578836030158726e-20	-1.047424421274951635e-19	1.255680827449338597e-19	3.100310853807460489e+02
-1.232364654	-6.841671013829240802e-20	-1.052941221950547048e-19	1.255694962758640463e-19	3.100230882146104818e+02
-1.232303619	-6.757322274242173848e-20	-1.058390899809091805e-19	1.255709098469224760e-19	3.100150909096494161e+02
-1.232242584	-6.672537975334662306e-20	-1.063773100687671213e-19	1.255723233865446252e-19	3.100070934658423312e+02
-1.232181549	-6.587323524933405277e-20	-1.069087478098134120e-19	1.255737372242954095e-19	3.099990958831764374e+02
-1.232120514	-6.501684322854042187e-20	-1.074333684104642258e-19	1.255751510109509593e-19	3.099910981616323511e+02
-1.232059479	-6.415625827032887803e-20	-1.079511379930087361e-19	1.255765649682883913e-19	3.099831003012123460e+02
-1.231998444	-6.329153507387934114e-20	-1.084620228700344734e-19	1.255779790292389523e-19	3.099751023018939691e+02
-1.231937408	-6.242272857683574255e-20	-1.089659897278539285e-19	1.255793930561382775e-19	3.099671041636642030e+02
-1.231876373	-6.154989417747709044e-20	-1.094630060225812902e-19	1.255808072945794367e-19	3.099591058865260038e+02
-1.231815338	-6.067308731990277011e-20	-1.099530392769381314e-19	1.255822215568925457e-19	3.099511074704664111e+02
-1.231754303	-5.979236381727794152e-20	-1.104360576499667790e-19	1.255836358771496645e-19	3.099431089154545589e+02
-1.231693268	-5.890777981204654705e-20	-1.109120298765889739e-19	1.255850504388556852e-19	3.099351102214912999e+02
-1.231632233	-5.801939150510198717e-20	-1.113809247803133850e-19	1.255864650172944741e-19	3.099271113885691307e+02
-1.231571197	-5.712725547895308540e-20	-1.118427118817646149e-19	1.255878796684814871e-19	3.099191124166626992e+02
-1.231510162	-5.623142853823401394e-20	-1.122973610983106407e-19	1.255892943888725315e-19	3.099111133057859888e+02
-1.231449127	-5.533196773016051039e-20	-1.127448428109953547e-19	1.255907091841095469e-19	3.099031140559175697e+02
-1.231388092	-5.442893039205437784e-20	-1.131851279624614380e-19	1.255921241778395468e-19	3.098951146670394223e+02
-1.231327057	-5.352237393834667102e-20	-1.136181876233492608e-19	1.255935391284551975e-19	3.098871151391442140e+02
-1.231266022	-5.261235622330804618e-20	-1.140439937614729060e-19	1.255949542793624105e-19	3.098791154722087526e+02
-1.231204987	-5.169893514361866054e-20	-1.144625184020309837e-19	1.255963694296908094e-19	3.098711156662493522e+02
-1.231143951	-5.078216898580599448e-20	-1.148737344120711921e-19	1.255977847920815248e-19	3.098631157212183780e+02
-1.231082916	-4.986211610089328100e-20	-1.152776147598233532e-19	1.255992001836524622e-19	3.098551156371315187e+02
-1.231021881	-4.893883512002306535e-20	-1.156741330203836407e-19	1.256006155754111297e-19	3.098471154139875239e+02
-1.230960846	-4.801238495556932726e-20	-1.160632634161390306e-19	1.256020311297785419e-19	3.098391150517346659e+02
-1.230899811	-4.708282467034731357e-20	-1.164449804845645359e-19	1.256034468435850036e-19	3.098311145503907369e+02
-1.230838776	-4.615021351027566710e-20	-1.168192591897439395e-19	1.256048626633722604e-19	3.098231139099384563e+02
-1.230777740	-4.521461090160228698e-20	-1.171860749045562178e-19	1.256062784677563628e-19	3.098151131303728789e+02
-1.230716705	-4.427607657951096095e-20	-1.175454037677350805e-19	1.256076944466165497e-19	3.098071122116684251e+02
-1.230655670	-4.333467036371251975e-20	-1.178972221052798448e-19	1.256091104803839882e-19	3.097991111538231053e+02
-1.230594635	-4.239045234743638475e-20	-1.182415069457434564e-19	1.256105266887316798e-19	3.097911099568246982e+02
-1.230533600	-4.144348267735947031e-20	-1.185782354245175620e-19	1.256119427953445295e-19	3.097831086206703048e+02
-1.230472565	-4.049382191838048101e-20	-1.189073858357766242e-19	1.256133592411880555e-19	3.097751071453224654e+02
-1.230411529	-3.954153053049198911e-20	-1.192289361249385870e-19	1.256147755886166336e-19	3.097671055307951633e+02
-1.230350494	-3.858666938472516802e-20	-1.195428654203716462e-19	1.256161921374755524e-19	3.097591037770699245e+02
-1.230289459	-3.762929939730776556e-20	-1.198491529673597173e-19	1.256176087979938227e-19	3.097511018841269674e+02
-1.230228424	-3.666948166216716929e-20	-1.201477785102607665e-19	1.256190254950367525e-19	3.097430998519748755e+02
-1.230167389	-3.570727745913610189e-20	-1.204387223630949114e-19	1.256204422377122090e-19	3.097350976805905702e+02
-1.230106354	-3.474274827257379379e-20	-1.207219654906179350e-19	1.256218592023274267e-19	3.097270953699431288e+02
-1.230045319	-3.377595565703912238e-20	-1.209974890322326790e-19	1.256232762375330806e-19	3.097190929200687606e+02
-1.229984283	-3.280696136469637271e-20	-1.212652748207293911e-19	1.256246933979610143e-19	3.097110903308999355e+02
-1.229923248	-3.183582725392031023e-20	-1.215253049740320547e-19	1.256261105263271015e-19	3.097030876024833219e+02
-1.229862213	-3.086261540914358134e-20	-1.217775624649375055e-19	1.256275278344458396e-19	3.096950847347559943e+02
-1.229801178	-2.988738799287424485e-20	-1.220220305011679952e-19	1.256289452660674595e-19	3.096870817277253423e+02
-1.229740143	-2.891020728534727514e-20	-1.222586927073623750e-19	1.256303626827329093e-19	3.096790785813903994e+02
-1.229679108	-2.793113577402997157e-20	-1.224875335232277099e-19	1.256317802716778001e-19	3.096710752957385466e+02
-1.229618072	-2.695023601928261221e-20	-1.227085376665474466e-19	1.256331979922406229e-19	3.096630718707544361e+02
-1.229557037	-2.596757070067881739e-20	-1.229216903315853727e-19	1.256346157795251942e-19	3.096550683064145346e+02
-1.229496002	-2.498320264837782000e-20	-1.231269773344060822e-19	1.256360336928751451e-19	3.096470646027267435e+02
-1.229434967	-2.399719478038414088e-20	-1.233243848827107232e-19	1.256374516775418486e-19	3.096390607596629820e+02
-1.229373932	-2.300961014806650063e-20	-1.235138997729743689e-19	1.256388697668614186e-19	3.096310567772238187e+02
-1.229312897	-2.202051189672861403e-20	-1.236955092422652800e-19	1.256402879290608017e-19	3.096230526553975437e+02
-1.229251862	-2.102996328124042859e-20	-1.238692010660449037e-19	1.256417061661874301e-19	3.096150483941644325e+02
-1.229190826	-2.003802767714264551e-20	-1.240349636486017436e-19	1.256431246049694922e-19	3.096070439935128320e+02
-1.229129791	-1.904476851268124766e-20	-1.241927856419352944e-19	1.256445431095409842e-19	3.095990394534366601e+02
-1.229068756	-1.805024932804669435e-20	-1.243426563043084895e-19	1.256459616446785732e-19	3.095910347739413737e+02
-1.229007721	-1.705453377081672263e-20	-1.244845655840490544e-19	1.256473803578464542e-19	3.095830299549822939e+02
-1.228946686	-1.605768553850244761e-20	-1.246185036564175211e-19	1.256487991125182939e-19	3.095750249965731200e+02
-1.228885651	-1.505976843795675001e-20	-1.247444614594160817e-19	1.256502180268885335e-19	3.095670198986866239e+02
-1.228824615	-1.406084633325026722e-20	-1.248624302716728928e-19	1.256516370484509541e-19	3.095590146613325260e+02
-1.228763580	-1.306098315175543907e-20	-1.249724018502746462e-19	1.256530560914336399e-19	3.095510092844696715e+02
-1.228702545	-1.206024291593114837e-20	-1.250743686486905738e-19	1.256544752567922735e-19	3.095430037681139765e+02
-1.228641510	-1.105868970212157992e-20	-1.251683236070138562e-19	1.256558946190665310e-19	3.095349981122508893e+02
-1.228580475	-1.005638761691995792e-20	-1.252542598780685049e-19	1.256573139514945318e-19	3.095269923168466448e+02
-1.228519440	-9.053400866553012943e-21	-1.253321715775763127e-19	1.256587334792195326e-19	3.095189863819059042e+02
-1.228458404	-8.049793676922638971e-21	-1.254020529597765041e-19	1.256601530508681825e-19	3.095109803074338402e+02
-1.228397369	-7.045630335630218889e-21	-1.254638990813744832e-19	1.256615728038117200e-19	3.095029740933865696e+02
-1.228336334	-6.040975162641748083e-21	-1.255177052405302379e-19	1.256629926022943524e-19	3.094949677397773371e+02
-1.228275299	-5.035892520313459864e-21	-1.255634673857026923e-19	1.256644124459927163e-19	3.094869612465720934e+02
-1.228214264	-4.030446815735857504e-21	-1.256011821095367575e-19	1.256658324639099806e-19	3.094789546137852767e+02
-1.228153229	-3.024702471840656666e-21	-1.256308463254566968e-19	1.256672525898997927e-19	3.094709478413861916e+02
-1.228092194	-2.018723945201514532e-21	-1.256524575445581581e-19	1.256686728399481414e-19	3.094629409293757476e+02
-1.228031158	-1.012575709805193354e-21	-1.256660136926244855e-19	1.256700931286476412e-19	3.094549338777283083e+02
-1.227970123	-6.322264445786814576e-24	-1.256715133668542411e-19	1.256715135258840303e-19	3.094469266864509791e+02
-1.227909088	9.999718837507531550e-22	-1.256689557298436480e-19	1.256729341505071199e-19	3.094389193555279007e+02
-1.227848053	2.006242214822296261e-21	-1.256583400460587308e-19	1.256743547067398352e-19	3.094309118849458855e+02
-1.227787018	3.012424211168997701e-21	-1.256396667158825099e-19	1.256757755182201869e-19	3.094229042746714526e+02
-1.227725983	4.018453335998107828e-21	-1.256129360003645580e-19	1.256771962523244493e-19	3.094148965247280785e+02
-1.227664947	5.024265076592653762e-21	-1.255781493143009325e-19	1.256786172137676249e-19	3.094068886350872845e+02
-1.227603912	6.029794911879527683e-21	-1.255353081303389913e-19	1.256800382481580935e-19	3.093988806057437841e+02
-1.227542877	7.034978344663471997e-21	-1.254844146998341689e-19	1.256814594634779081e-19	3.093908724366675074e+02
-1.227481842	8.039750871209544399e-21	-1.254254714906752626e-19	1.256828806668963423e-19	3.093828641278749956e+02
-1.227420807	9.044048038938458514e-21	-1.253584819351050470e-19	1.256843021144831879e-19	3.093748556793371449e+02
-1.227359772	1.004780538701235830e-20	-1.252834495398736887e-19	1.256857236192931676e-19	3.093668470910599808e+02
-1.227298737	1.105095848939342665e-20	-1.252003784247868024e-19	1.256871450914695404e-19	3.093588383630121825e+02
-1.227237701	1.205344298820028333e-20	-1.251092736560112438e-19	1.256885668730632903e-19	3.093508294951789708e+02
