# time (s)	h_+ (strain)	h_x (strain)	h_abs (strain)	 h_arg (rad)
-0.110721588	1.831763610787245258e-19	-1.158638209026070534e-19	2.167440985406400116e-19	1.136613285419907129e+02
-0.110660553	1.852989793274942046e-19	-1.124900155493509067e-19	2.167711127851317943e-19	1.136429395728593192e+02
-0.110599518	1.873598479782882826e-19	-1.090766851665422488e-19	2.167981454749285132e-19	1.136245471495251422e+02
-0.110538483	1.893582197041525774e-19	-1.056249523753869736e-19	2.168251967226800015e-19	1.136061512693874818e+02
-0.110477447	1.912933674057001783e-19	-1.021359541154694838e-19	2.168522666159832587e-19	1.135877519298957168e+02
-0.110416412	1.931645842550871190e-19	-9.861084115121311265e-20	2.168793549487604584e-19	1.135693491284883692e+02
-0.110355377	1.949711846338801241e-19	-9.505077805925040540e-20	2.169064619766028469e-19	1.135509428625923363e+02
-0.110294342	1.967125037142625644e-19	-9.145694249702049207e-20	2.169335876447837285e-19	1.135325331296480726e+02
-0.110233307	1.983878980707457503e-19	-8.783052500064018799e-20	2.169607319835012997e-19	1.135141199270593688e+02
-0.110172272	1.999967458270180321e-19	-8.417272856824235129e-20	2.169878949988220952e-19	1.134957032522736995e+02
-0.110111237	2.015384469076449703e-19	-8.048476826709048350e-20	2.170150766766053115e-19	1.134772831027389373e+02
-0.110050201	2.030124234282921362e-19	-7.676787089137400812e-20	2.170422771430092785e-19	1.134588594758646138e+02
-0.109989166	2.044181195808262745e-19	-7.302327444390171514e-20	2.170694962989281450e-19	1.134404323690935144e+02
-0.109928131	2.057550023203602364e-19	-6.925222790150215207e-20	2.170967343125479804e-19	1.134220017798567994e+02
-0.109867096	2.070225610803661247e-19	-6.545599062452012981e-20	2.171239910855343165e-19	1.134035677055760516e+02
-0.109806061	2.082203083635168479e-19	-6.163583209380095628e-20	2.171512666619591231e-19	1.133851301437051404e+02
-0.109745026	2.093477798077971572e-19	-5.779303142875002440e-20	2.171785610786166177e-19	1.133666890916604473e+02
-0.109683990	2.104045344475924352e-19	-5.392887699403251317e-20	2.172058744370087492e-19	1.133482445468578419e+02
-0.109622955	2.113901547102932813e-19	-5.004466593351560832e-20	2.172332067084563021e-19	1.133297965067501991e+02
-0.109561920	2.123042467158755040e-19	-4.614170376929960184e-20	2.172605578569868532e-19	1.133113449687719196e+02
-0.109500885	2.131464405987352678e-19	-4.222130400169098779e-20	2.172879279930511848e-19	1.132928899303403227e+02
-0.109439850	2.139163903989022423e-19	-3.828478762199667221e-20	2.173153170960504170e-19	1.132744313888993020e+02
-0.109378815	2.146137743013645165e-19	-3.433348269514080499e-20	2.173427250999088785e-19	1.132559693418955362e+02
-0.109317779	2.152382951400678780e-19	-3.036872395977636216e-20	2.173701522512878802e-19	1.132375037867176388e+02
-0.109256744	2.157896797499598909e-19	-2.639185229030539657e-20	2.173975983167789167e-19	1.132190347208408241e+02
-0.109195709	2.162676801120206809e-19	-2.240421436222273706e-20	2.174250636017469918e-19	1.132005621416571444e+02
-0.109134674	2.166720723700549470e-19	-1.840716209284052756e-20	2.174525478384799950e-19	1.131820860466345380e+02
-0.109073639	2.170026580750226595e-19	-1.440205228676613342e-20	2.174800513189564652e-19	1.131636064331800640e+02
-0.109012604	2.172592632528805893e-19	-1.039024609971257859e-20	2.175075738524915711e-19	1.131451232987339210e+02
-0.108951569	2.174417393502843034e-19	-6.373108643360431079e-21	2.175351156145992086e-19	1.131266366407377006e+02
-0.108890533	2.175499627318508027e-19	-2.352008478867570203e-21	2.175626765521015150e-19	1.131081464566047714e+02
-0.108829498	2.175838350626275774e-19	1.671682814052487944e-21	2.175902566844194233e-19	1.130896527437766679e+02
-0.108768463	2.175432834103781209e-19	5.696591118257450040e-21	2.176178561316527211e-19	1.130711554996779284e+02
-0.108707428	2.174282599809059028e-19	9.721340233185848411e-21	2.176454747846914586e-19	1.130526547217448581e+02
-0.108646393	2.172387426567446788e-19	1.374455235184892016e-20	2.176731127871241131e-19	1.130341504074233967e+02
-0.108585358	2.169747345832756154e-19	1.776484852582083664e-20	2.177007700735765816e-19	1.130156425541208307e+02
-0.108524322	2.166362644722895995e-19	2.178084912474510575e-20	2.177284466327326293e-19	1.129971311592867096e+02
-0.108463287	2.162233866863557773e-19	2.579117433249528715e-20	2.177561425621938600e-19	1.129786162203513129e+02
-0.108402252	2.157361811334218123e-19	2.979444460871230108e-20	2.177838579407900306e-19	1.129600977347405717e+02
-0.108341217	2.151747532480668109e-19	3.378928115590225203e-20	2.178115927961573210e-19	1.129415756998726010e+02
-0.108280182	2.145392339648882447e-19	3.777430637306810811e-20	2.178393470707426372e-19	1.129230501132020663e+02
-0.108219147	2.138297798830716770e-19	4.174814437127274830e-20	2.178671207945052156e-19	1.129045209721463152e+02
-0.108158112	2.130465731860723104e-19	4.570942142960092981e-20	2.178949140153512636e-19	1.128859882741416811e+02
-0.108097076	2.121898214799291231e-19	4.965676643986578076e-20	2.179227266554536634e-19	1.128674520166393052e+02
-0.108036041	2.112597581738493542e-19	5.358881148913675359e-20	2.179505589359466318e-19	1.128489121970368672e+02
-0.107975006	2.102566418035892544e-19	5.750419216343938559e-20	2.179784107174208150e-19	1.128303688127913631e+02
-0.107913971	2.091807565869568733e-19	6.140154818858946934e-20	2.180062821256474310e-19	1.128118218613134331e+02
-0.107852936	2.080324120218153980e-19	6.527952380206484712e-20	2.180341731918157597e-19	1.127932713400533942e+02
-0.107791901	2.068119427647348816e-19	6.913676821423915709e-20	2.180620837954948016e-19	1.127747172464330845e+02
-0.107730865	2.055197090383520896e-19	7.297193623146391901e-20	2.180900141697866468e-19	1.127561595778708750e+02
-0.107669830	2.041560958439974474e-19	7.678368852059022132e-20	2.181179641686821167e-19	1.127375983316847226e+02
-0.107608795	2.027215134927287190e-19	8.057069232549923289e-20	2.181459339400871420e-19	1.127190335049386647e+02
-0.107547760	2.012163970528536394e-19	8.433162169813033131e-20	2.181739234215863295e-19	1.127004650947752111e+02
-0.107486725	1.996412064648762263e-19	8.806515807291647930e-20	2.182019325880481231e-19	1.126818930982935001e+02
-0.107425690	1.979964267228635294e-19	9.176999087566615801e-20	2.182299617842200014e-19	1.126633175125491846e+02
-0.107364654	1.962825667864234787e-19	9.544481751943151313e-20	2.182580106561598073e-19	1.126447383347170046e+02
-0.107303619	1.945001604958929749e-19	9.908834438468108977e-20	2.182860793221255617e-19	1.126261555618653745e+02
-0.107242584	1.926497661000810178e-19	1.026992871257222802e-19	2.183141680114862765e-19	1.126075691910735941e+02
-0.107181549	1.907319656986420999e-19	1.062763709022955190e-19	2.183422766012809062e-19	1.125889792194835479e+02
-0.107120514	1.887473654647119262e-19	1.098183310493110046e-19	2.183704050560093620e-19	1.125703856441878372e+02
-0.107059479	1.866965955716126117e-19	1.133239135842164545e-19	2.183985535393338001e-19	1.125517884622854012e+02
-0.106998444	1.845803095953902123e-19	1.167918754192356558e-19	2.184267219327167473e-19	1.125331876708631285e+02
-0.106937408	1.823991848111973602e-19	1.202209850805312181e-19	2.184549103900451098e-19	1.125145832670563379e+02
-0.106876373	1.801539216150057382e-19	1.236100229476440683e-19	2.184831189048314409e-19	1.124959752479480244e+02
-0.106815338	1.778452434629668280e-19	1.269577817568073157e-19	2.185113474650940488e-19	1.124773636106518779e+02
-0.106754303	1.754738967490440744e-19	1.302630671204313801e-19	2.185395961740484785e-19	1.124587483522561797e+02
-0.106693268	1.730406503714673259e-19	1.335246977951517680e-19	2.185678649808041016e-19	1.124401294698812706e+02
-0.106632233	1.705462957470156272e-19	1.367415063077180986e-19	2.185961539925445047e-19	1.124215069606140673e+02
-0.106571197	1.679916463218425687e-19	1.399123391774176831e-19	2.186244631509013476e-19	1.124028808215569484e+02
-0.106510162	1.653775375820296365e-19	1.430360575369972403e-19	2.186527925557384792e-19	1.123842510498384115e+02
-0.106449127	1.627048265401498041e-19	1.461115373592874344e-19	2.186811421429718808e-19	1.123656176425400020e+02
-0.106388092	1.599743917248207345e-19	1.491376700670289234e-19	2.187095120033611453e-19	1.123469805967563957e+02
-0.106327057	1.571871327688130767e-19	1.521133628215681743e-19	2.187379021956792029e-19	1.123283399096069672e+02
-0.106266022	1.543439700815484134e-19	1.550375388819209806e-19	2.187663126788424530e-19	1.123096955782091300e+02
-0.106204987	1.514458447061316555e-19	1.579091381539874978e-19	2.187947435184146546e-19	1.122910475996349078e+02
-0.106143951	1.484937179548157890e-19	1.607271174931621074e-19	2.188231947708128921e-19	1.122723959710045278e+02
-0.106082916	1.454885710804668263e-19	1.634904510848925040e-19	2.188516664569353350e-19	1.122537406894173273e+02
-0.106021881	1.424314050051595200e-19	1.661981308684558792e-19	2.188801586163354325e-19	1.122350817519497355e+02
-0.105960846	1.393232398650614589e-19	1.688491667104318856e-19	2.189086710601128239e-19	1.122164191557720585e+02
-0.105899811	1.361651151605630393e-19	1.714425874218616407e-19	2.189372041672955777e-19	1.121977528979171268e+02
-0.105838776	1.329580886933194134e-19	1.739774401618274265e-19	2.189657576751279160e-19	1.121790829755404673e+02
-0.105777740	1.297032368870483070e-19	1.764527916736909194e-19	2.189943317723468809e-19	1.121604093857066857e+02
-0.105716705	1.264016540649670378e-19	1.788677281226915064e-19	2.190229264577858883e-19	1.121417321255409263e+02
-0.105655670	1.230544522063240349e-19	1.812213556144539082e-19	2.190515417396984630e-19	1.121230511921261552e+02
-0.105594635	1.196627606179639391e-19	1.835128005522082929e-19	2.190801776638560152e-19	1.121043665825905009e+02
-0.105533600	1.162277255713901973e-19	1.857412100287512527e-19	2.191088343596466594e-19	1.120856782940018093e+02
-0.105472565	1.127505096988801709e-19	1.879057517223283225e-19	2.191375115485492922e-19	1.120669863235189325e+02
-0.105411529	1.092322921422089850e-19	1.900056151483526893e-19	2.191662096093848003e-19	1.120482906681955910e+02
-0.105350494	1.056742675293292586e-19	1.920400108601542802e-19	2.191949282922130733e-19	1.120295913251669333e+02
-0.105289459	1.020776460936680914e-19	1.940081716733694783e-19	2.192236677643811493e-19	1.120108882915028516e+02
-0.105228424	9.844365303488249670e-20	1.959093525188688548e-19	2.192524280987892803e-19	1.119921815643247385e+02
-0.105167389	9.477352812447261874e-20	1.977428307766982544e-19	2.192812093106523612e-19	1.119734711407300267e+02
-0.105106354	9.106852524196534472e-20	1.995079064047346712e-19	2.193100111890628147e-19	1.119547570178472427e+02
-0.105045319	8.732991230294079809e-20	2.012039030104044407e-19	2.193388341572453351e-19	1.119360391927424700e+02
-0.104984283	8.355897031071466553e-20	2.028301669332495382e-19	2.193676779691045941e-19	1.119173176625373571e+02
-0.104923248	7.975699331666672426e-20	2.043860683792058252e-19	2.193965426583204360e-19	1.118985924243295358e+02
-0.104862213	7.592528792018656540e-20	2.058710015416043168e-19	2.194254283840104002e-19	1.118798634752389773e+02
-0.104801178	7.206517271288632320e-20	2.072843846033218675e-19	2.194543351554395580e-19	1.118611308123241770e+02
-0.104740143	6.817797789639597755e-20	2.086256599958267897e-19	2.194832628669798962e-19	1.118423944327571462e+02
-0.104679108	6.426504489923210366e-20	2.098942949999507919e-19	2.195122116635579803e-19	1.118236543335664805e+02
-0.104618072	6.032772586029897030e-20	2.110897816156033817e-19	2.195411815810384778e-19	1.118049105119105491e+02
-0.104557037	5.636738314795901229e-20	2.122116368356791145e-19	2.195701725905114467e-19	1.117861629648605231e+02
-0.104496002	5.238538897065355646e-20	2.132594030013536553e-19	2.195991847573675532e-19	1.117674116895345833e+02
-0.104434967	4.838312485765255442e-20	2.142326478678944421e-19	2.196282180947622469e-19	1.117486566830372396e+02
-0.104373932	4.436198120449713279e-20	2.151309648335609987e-19	2.196572726012207470e-19	1.117298979424738263e+02
-0.104312897	4.032335682562018052e-20	2.159539733007791267e-19	2.196863484381310236e-19	1.117111354649167652e+02
-0.104251862	3.626865839788181284e-20	2.167013183400856311e-19	2.197154454113624197e-19	1.116923692475079690e+02
-0.104190826	3.219930009599051986e-20	2.173726716114636660e-19	2.197445637329325703e-19	1.116735992873318821e+02
-0.104129791	2.811670300591774816e-20	2.179677308895960442e-19	2.197737033793678080e-19	1.116548255815012283e+02
-0.104068756	2.402229467265251482e-20	2.184862204576400075e-19	2.198028643380340804e-19	1.116360481271004801e+02
-0.104007721	1.991750862631198746e-20	2.189278913114800889e-19	2.198320466719319263e-19	1.116172669212468804e+02
-0.103946686	1.580378386191096975e-20	2.192925212578479370e-19	2.198612504830664439e-19	1.115984819610201271e+02
-0.103885651	1.168256434795051680e-20	2.195799147935025184e-19	2.198904756701977552e-19	1.115796932435686983e+02
-0.103824615	7.555298526894978812e-21	2.197899035842432253e-19	2.199197222929344993e-19	1.115609007659720078e+02
-0.103763580	3.423438811406873459e-21	2.199223464551692921e-19	2.199489904583400368e-19	1.115421045253165175e+02
-0.103702545	-7.115589198000949298e-22	2.199771292587695308e-19	2.199782800937986717e-19	1.115233045187208916e+02
-0.103641510	-4.848235831035664232e-21	2.199541653839234196e-19	2.200075913699608451e-19	1.115045007432978252e+02
-0.103580475	-8.985130641850028399e-21	2.198533952038154691e-19	2.200369240725205804e-19	1.114856931961329565e+02
-0.103519440	-1.312078014401916008e-20	2.196747869953088408e-19	2.200662784549736398e-19	1.114668818743301131e+02
-0.103458404	-1.725371970696055761e-20	2.194183362830478040e-19	2.200956545253608770e-19	1.114480667749960787e+02
-0.103397369	-2.138248379253788216e-20	2.190840661168014709e-19	2.201250522757670571e-19	1.114292478952407350e+02
-0.103336334	-2.550560647374185994e-20	2.186720270956089869e-19	2.201544716686357277e-19	1.114104252321553474e+02
-0.103275299	-2.962162196837871951e-20	2.181822975723336097e-19	2.201839128137654548e-19	1.113915987828379457e+02
-0.103214264	-3.372906511880710232e-20	2.176149833687148738e-19	2.202133756617766947e-19	1.113727685444222857e+02
-0.103153229	-3.782647195632323840e-20	2.169702180255767905e-19	2.202428602491550346e-19	1.113539345139998602e+02
-0.103092194	-4.191238025089749593e-20	2.162481629245240388e-19	2.202723668246366861e-19	1.113350966886335982e+02
-0.103031158	-4.598532986354276767e-20	2.154490065200335891e-19	2.203018950738470489e-19	1.113162550654807603e+02
-0.102970123	-5.004386351054891918e-20	2.145729654140056248e-19	2.203314452401710418e-19	1.112974096416082546e+02
-0.102909088	-5.408652711989170703e-20	2.136202835782477848e-19	2.203610173600171667e-19	1.112785604141260194e+02
-0.102848053	-5.811187036937699656e-20	2.125912324185588457e-19	2.203906113677916683e-19	1.112597073801508714e+02
-0.102787018	-6.211844730396927031e-20	2.114861110524914656e-19	2.204202274374172873e-19	1.112408505367642420e+02
-0.102725983	-6.610481671784952143e-20	2.103052457424591351e-19	2.204498654571977905e-19	1.112219898810259906e+02
-0.102664947	-7.006954282605105050e-20	2.090489901778216952e-19	2.204795254127212517e-19	1.112031254097086332e+02
-0.102603912	-7.401119574363255093e-20	2.077177254324729899e-19	2.205092074137552294e-19	1.111842571195679739e+02
-0.102542877	-7.792835196977735606e-20	2.063118597516050318e-19	2.205389115663978562e-19	1.111653850073429055e+02
-0.102481842	-8.181959486199172120e-20	2.048318283647278664e-19	2.205686378763259550e-19	1.111465090697867595e+02
-0.102420807	-8.568351513971201977e-20	2.032780933688105944e-19	2.205983862369717071e-19	1.111276293036611094e+02
-0.102359772	-8.951871155626638331e-20	2.016511439697667219e-19	2.206281568227627840e-19	1.111087457056967764e+02
-0.102298737	-9.332379125738952174e-20	1.999514959885523634e-19	2.206579496929872537e-19	1.110898582726460688e+02
-0.102237701	-9.709737021915622602e-20	1.981796915938107175e-19	2.206877646442906513e-19	1.110709670012717254e+02
-0.102176666	-1.008380741061209466e-19	1.963362998599222565e-19	2.207176019988366155e-19	1.110520718882870312e+02
-0.102115631	-1.045445383297105208e-19	1.944219157290214854e-19	2.207474616169233401e-19	1.110331729304787132e+02
-0.102054596	-1.082154088978811614e-19	1.924371604830464154e-19	2.207773436240987315e-19	1.110142701245633248e+02
-0.101993561	-1.118493426928198721e-19	1.903826811916859602e-19	2.208072479755838593e-19	1.109953634673129557e+02
-0.101932526	-1.154450081269424879e-19	1.882591507742962247e-19	2.208371747502874917e-19	1.109764529554615251e+02
-0.101871490	-1.190010855135182366e-19	1.860672676131596643e-19	2.208671239239168632e-19	1.109575385857684466e+02
-0.101810455	-1.225162676892005218e-19	1.838077555449651563e-19	2.208970956055545756e-19	1.109386203549780134e+02
-0.101749420	-1.259892603673881347e-19	1.814813634329584980e-19	2.209270897862167916e-19	1.109196982598306533e+02
-0.101688385	-1.294187826832026414e-19	1.790888650461778599e-19	2.209571064589915893e-19	1.109007722970679310e+02
-0.101627350	-1.328035677048183775e-19	1.766310588774302953e-19	2.209871456788619094e-19	1.108818424634662847e+02
-0.101566315	-1.361423629685128459e-19	1.741087679296329238e-19	2.210172076210924323e-19	1.108629087557404489e+02
-0.101505279	-1.394339306400240409e-19	1.715228391062226409e-19	2.210472921091461121e-19	1.108439711706713808e+02
-0.101444244	-1.426770483946655246e-19	1.688741434462428790e-19	2.210773992594357360e-19	1.108250297049850133e+02
-0.101383209	-1.458705096412285190e-19	1.661635755653905409e-19	2.211075291066927542e-19	1.108060843554360417e+02
-0.101322174	-1.490131239998034391e-19	1.633920533957870905e-19	2.211376816308621213e-19	1.107871351187725963e+02
-0.101261139	-1.521037179703700368e-19	1.605605181235845614e-19	2.211678570690682319e-19	1.107681819917160624e+02
-0.101200104	-1.551411348540869550e-19	1.576699333535788784e-19	2.211980551621917047e-19	1.107492249710702481e+02
-0.101139069	-1.581242359343211285e-19	1.547212855298501226e-19	2.212282761896007152e-19	1.107302640535305329e+02
-0.101078033	-1.610519002172273321e-19	1.517155829512109416e-19	2.212585200027459274e-19	1.107112992358790677e+02
-0.101016998	-1.639230253613423478e-19	1.486538559115889317e-19	2.212887867041588925e-19	1.106923305148505960e+02
-0.100955963	-1.667365279252238294e-19	1.455371561990066272e-19	2.213190764011385601e-19	1.106733578872027977e+02
-0.100894928	-1.694913436603573806e-19	1.423665566272485661e-19	2.213493890248919164e-19	1.106543813496535904e+02
-0.100833893	-1.721864280793765704e-19	1.391431508624622101e-19	2.213797245609187311e-19	1.106354008989920317e+02
-0.100772858	-1.748207569414082563e-19	1.358680530810294411e-19	2.214100831163666240e-19	1.106164165319475785e+02
-0.100711822	-1.773933266238130067e-19	1.325423975807678895e-19	2.214404648819206672e-19	1.105974282452448278e+02
-0.100650787	-1.799031540721335280e-19	1.291673380897145324e-19	2.214708695839803638e-19	1.105784360356522313e+02
-0.100589752	-1.823492780316265948e-19	1.257440480071122763e-19	2.215012975308957646e-19	1.105594398999409407e+02
-0.100528717	-1.847307585769324211e-19	1.222737193677309218e-19	2.215317485427935350e-19	1.105404398348289590e+02
-0.100467682	-1.870466781560412120e-19	1.187575629464775874e-19	2.215622227867292718e-19	1.105214358370687364e+02
-0.100406647	-1.892961415467910287e-19	1.151968075557178957e-19	2.215927202674579033e-19	1.105024279034152244e+02
-0.100345612	-1.914782762667932386e-19	1.115926996772623697e-19	2.216232408917486758e-19	1.104834160306188267e+02
-0.100284576	-1.935922333180413035e-19	1.079465032658918474e-19	2.216537849178311430e-19	1.104644002154045381e+02
-0.100223541	-1.956371868729624121e-19	1.042594989580144860e-19	2.216843522004713610e-19	1.104453804545721312e+02
-0.100162506	-1.976123352607802858e-19	1.005329839620650490e-19	2.217149429144004314e-19	1.104263567448012964e+02
-0.100101471	-1.995169007195339801e-19	9.676827136080620978e-20	2.217455569225390386e-19	1.104073290828850133e+02
-0.100040436	-2.013501302789848138e-19	9.296668991672580100e-20	2.217761943884798610e-19	1.103882974655710996e+02
-0.099979401	-2.031112956722291123e-19	8.912958341193893921e-20	2.218068553242605867e-19	1.103692618895701401e+02
-0.099918365	-2.047996937352619613e-19	8.525831027169123004e-20	2.218375397096737327e-19	1.103502223516776155e+02
-0.099857330	-2.064146469007346322e-19	8.135424313828555141e-20	2.218682476871312740e-19	1.103311788486061005e+02
-0.099796295	-2.079555031175325139e-19	7.741876827774649143e-20	2.218989791741040792e-19	1.103121313771270025e+02
-0.099735260	-2.094216365139415721e-19	7.345328523295811454e-20	2.219297342667083301e-19	1.102930799339640657e+02
-0.099674225	-2.108124473573452565e-19	6.945920624219053895e-20	2.219605129129697741e-19	1.102740245158949790e+02
-0.099613190	-2.121273626628460003e-19	6.543795584670531241e-20	2.219913152708680628e-19	1.102549651196494835e+02
-0.099552154	-2.133658360480931945e-19	6.139097027493868648e-20	2.220221412918094320e-19	1.102359017419763347e+02
-0.099491119	-2.145273482686388464e-19	5.731969703568359465e-20	2.220529910256477819e-19	1.102168343796262775e+02
-0.099430084	-2.156114073703147969e-19	5.322559438114466294e-20	2.220838645319240072e-19	1.101977630293491188e+02
-0.099369049	-2.166175488951147042e-19	4.911013078686005167e-20	2.221147618579861808e-19	1.101786876878785790e+02
-0.099308014	-2.175453359775102816e-19	4.497478442274522952e-20	2.221456829187554325e-19	1.101596083519791023e+02
-0.099246979	-2.183943599359722726e-19	4.082104270464579527e-20	2.221766278872229306e-19	1.101405250183900932e+02
-0.099185944	-2.191642400622071018e-19	3.665040168561657022e-20	2.222075967777919831e-19	1.101214376838680380e+02
-0.099124908	-2.198546239560450364e-19	3.246436555506308319e-20	2.222385895962866983e-19	1.101023463451481632e+02
-0.099063873	-2.204651877326130005e-19	2.826444611934106278e-20	2.222696063712027987e-19	1.100832509989865002e+02
-0.099002838	-2.209956361589287964e-19	2.405216225275322167e-20	2.223006471207909261e-19	1.100641516421324582e+02
-0.098941803	-2.214457027981100691e-19	1.982903935718125487e-20	2.223317118397137989e-19	1.100450482713329166e+02
-0.098880768	-2.218151503694152572e-19	1.559660883635116800e-20	2.223628007122604277e-19	1.100259408833399561e+02
-0.098819733	-2.221037704375412114e-19	1.135640749985717198e-20	2.223939136619409157e-19	1.100068294748794813e+02
-0.098758697	-2.223113838525735309e-19	7.109977064401727520e-21	2.224250506671912994e-19	1.099877140427299196e+02
-0.098697662	-2.224378409581965387e-19	2.858863572669815462e-21	2.224562118509417613e-19	1.099685945836190513e+02
-0.098636627	-2.224830214795653029e-19	-1.395383160420044500e-21	2.224873972629486053e-19	1.099494710942943527e+02
-0.098575592	-2.224468346944619719e-19	-5.651210104490230427e-21	2.225186069550822764e-19	1.099303435715124238e+02
-0.098514557	-2.223292193844191874e-19	-9.907061575703065233e-21	2.225498408472807115e-19	1.099112120120129816e+02
-0.098453522	-2.221301441728867078e-19	-1.416137979696694262e-20	2.225810989909551660e-19	1.098920764125548430e+02
-0.098392487	-2.218496075422732890e-19	-1.841260547958732520e-20	2.226123815226988025e-19	1.098729367698855981e+02
-0.098331451	-2.214876376397908453e-19	-2.265917837461942955e-20	2.226436884168695973e-19	1.098537930807393082e+02
-0.098270416	-2.210442925953954394e-19	-2.689953785247684748e-20	2.226750197612557223e-19	1.098346453418712372e+02
-0.098209381	-2.205196602731568036e-19	-3.113212345262876753e-20	2.227063754760024889e-19	1.098154935500251099e+02
-0.098148346	-2.199138586848301293e-19	-3.535537549813109118e-20	2.227377557089620942e-19	1.097963377019529219e+02
-0.098087311	-2.192270356228138303e-19	-3.956773562402327244e-20	2.227691604562424266e-19	1.097771777944098233e+02
-0.098026276	-2.184593687733348573e-19	-4.376764736551000407e-20	2.228005896777554468e-19	1.097580138241266354e+02
-0.097965240	-2.176110658673794455e-19	-4.795355674806932436e-20	2.228320434603768213e-19	1.097388457878832071e+02
-0.097904205	-2.166823645481724756e-19	-5.212391287684025751e-20	2.228635219137029417e-19	1.097196736823842116e+02
-0.097843170	-2.156735321827332212e-19	-5.627716844062861707e-20	2.228950250047572169e-19	1.097004975044023354e+02
-0.097782135	-2.145848660008149682e-19	-6.041178035342273294e-20	2.229265527523760604e-19	1.096813172506528815e+02
-0.097721100	-2.134166929986036791e-19	-6.452621036181569232e-20	2.229581051994242690e-19	1.096621329176230404e+02
-0.097660065	-2.121693699503770907e-19	-6.861892563934385996e-20	2.229896824990738919e-19	1.096429445016052853e+02
-0.097599029	-2.108432829102518568e-19	-7.268839916277295809e-20	2.230212844578272773e-19	1.096237519989660996e+02
-0.097537994	-2.094388478701811241e-19	-7.673311056178674866e-20	2.230529113319892525e-19	1.096045554059808751e+02
-0.097476959	-2.079565099208302745e-19	-8.075154640667416688e-20	2.230845630372519452e-19	1.095853547190130257e+02
-0.097415924	-2.063967436194406903e-19	-8.474220097689076835e-20	2.231162396669432726e-19	1.095661499343585774e+02
-0.097354889	-2.047600525746406662e-19	-8.870357669431874602e-20	2.231479411707276109e-19	1.095469410483560750e+02
-0.097293854	-2.030469696530445363e-19	-9.263418484245108451e-20	2.231796677269454472e-19	1.095277280573341443e+02
-0.097232819	-2.012580563192268525e-19	-9.653254591006020488e-20	2.232114191820637167e-19	1.095085109576027094e+02
-0.097171783	-1.993939031965893198e-19	-1.003971904707313989e-19	2.232431958344691530e-19	1.094892897454838874e+02
-0.097110748	-1.974551290718608248e-19	-1.042266593552375315e-19	2.232749975190638190e-19	1.094700644173074124e+02
-0.097049713	-1.954423813362659463e-19	-1.080195045035943772e-19	2.233068242924797812e-19	1.094508349693954301e+02
-0.096988678	-1.933563356599282992e-19	-1.117742894614923078e-19	2.233386762843738210e-19	1.094316013980745197e+02
-0.096927643	-1.911976955936368748e-19	-1.154895898228151686e-19	2.233705534705931882e-19	1.094123636996631035e+02
-0.096866608	-1.889671925088150939e-19	-1.191639938504563694e-19	2.234024558393555248e-19	1.093931218704875903e+02
-0.096805572	-1.866655855110907042e-19	-1.227961031194589349e-19	2.234343835570593484e-19	1.093738759068490651e+02
-0.096744537	-1.842936608620595809e-19	-1.263845328159556541e-19	2.234663365454564365e-19	1.093546258051152051e+02
-0.096683502	-1.818522320893243604e-19	-1.299279125374948540e-19	2.234983149203152564e-19	1.093353715615716055e+02
-0.096622467	-1.793421394517695003e-19	-1.334248865982737902e-19	2.235303186301584453e-19	1.093161131725694304e+02
-0.096561432	-1.767642499852668228e-19	-1.368741148125525408e-19	2.235623478552990276e-19	1.092968506343975434e+02
-0.096500397	-1.741194568769093390e-19	-1.402742727321531629e-19	2.235944025543671132e-19	1.092775839433921874e+02
-0.096439362	-1.714086793063312324e-19	-1.436240522511963507e-19	2.236264826146382150e-19	1.092583130959084201e+02
-0.096378326	-1.686328625358207487e-19	-1.469221624770696697e-19	2.236585883751470701e-19	1.092390380882161196e+02
-0.096317291	-1.657929768605017056e-19	-1.501673295657156961e-19	2.236907196223507071e-19	1.092197589166908358e+02
-0.096256256	-1.628900179781190234e-19	-1.533582978578529004e-19	2.237228765208642322e-19	1.092004755776148102e+02
-0.096195221	-1.599250062816634103e-19	-1.564938300066480234e-19	2.237550590809953672e-19	1.091811880673276960e+02
-0.096134186	-1.568989866413645907e-19	-1.595727075868651841e-19	2.237872673225406976e-19	1.091618963821661623e+02
-0.096073151	-1.538130281006964082e-19	-1.625937316400774595e-19	2.238195013446128154e-19	1.091426005184196981e+02
-0.096012115	-1.506682233991754409e-19	-1.655557229948135942e-19	2.238517611246319737e-19	1.091233004724405760e+02
-0.095951080	-1.474656886668761323e-19	-1.684575228231295327e-19	2.238840466172193628e-19	1.091039962405448875e+02
-0.095890045	-1.442065632768053486e-19	-1.712979933589703232e-19	2.239163580914023108e-19	1.090846878190529878e+02
-0.095829010	-1.408920089539316525e-19	-1.740760177796123731e-19	2.239486953591886291e-19	1.090653752042890119e+02
-0.095767975	-1.375232099706522669e-19	-1.767905013523157713e-19	2.239810586836200962e-19	1.090460583925557216e+02
-0.095706940	-1.341013721912642867e-19	-1.794403711817635893e-19	2.240134478852309524e-19	1.090267373802161330e+02
-0.095645904	-1.306277230894564560e-19	-1.820245772195125428e-19	2.240458630537015479e-19	1.090074121635711037e+02
-0.095584869	-1.271035112224590579e-19	-1.845420925582405886e-19	2.240783043733864228e-19	1.089880827389326896e+02
